@relation 1301D_Region

@attribute time {31 ms,46 ms,62 ms,30 ms,124 ms,15 ms}
@attribute memory {3700 KB,100 KB,9800 KB,200 KB,300 KB,400 KB,3800 KB,4000 KB,0 KB,2400 KB,2000 KB,700 KB,2900 KB,1000 KB,10800 KB,49300 KB,3200 KB,1200 KB,16300 KB,3900 KB,12400 KB,1400 KB,18600 KB}
@attribute country {India,China,Philippines,Bangladesh,'South Korea',Kyrgyzstan,'United States',Germany,Iran,Belarus,Vietnam,Mexico,Brazil,Indonesia,Bulgaria,Estonia,Venezuela,Romania,Ukraine,Canada,Armenia,Finland,Serbia,Lithuania,Croatia,France,Hungary,Chile,Peru,Czechia,'Bosnia and Herzegovina',Poland,Bolivia,'Serbia and Montenegro',Denmark,Cuba,Iceland,Latvia,'Saint Pierre and Miquelon',Cyprus,'Dominican Republic',Colombia}
@attribute continent {Asia,America,Europe}
@attribute program_vocabulary numeric
@attribute program_length numeric
@attribute calculated_estimated_program_length numeric
@attribute volume numeric
@attribute difficulty numeric
@attribute effort numeric
@attribute loc numeric
@attribute slocP numeric
@attribute lsloc numeric
@attribute comments numeric
@attribute blankLine numeric
@attribute cyclomatic_complexity numeric
@attribute numberOfFunction numeric
@attribute gender {male,female}

@data
31 ms,400 KB,China,Asia,41,294,182.711654,1575.120289,33.384615,52584.78504,45,41,41,4,0,13,1,male
31 ms,2000 KB,India,Asia,56,308,271.763572,1788.665316,30.833333,55150.51391,46,27,23,19,4,6,1,male
46 ms,200 KB,Bangladesh,Asia,46,234,219.336581,1292.513498,23.4,30244.81585,42,37,36,5,1,9,1,male
46 ms,2000 KB,India,Asia,44,288,203.01955,1572.316306,24,37735.59135,57,32,26,25,6,4,1,male
31 ms,100 KB,China,Asia,63,327,314.961207,1954.570535,49.807692,97352.6478,54,40,38,14,2,10,3,female
31 ms,200 KB,India,Asia,41,249,192.625221,1334.030449,17,22678.51764,75,60,54,15,6,11,4,male
30 ms,100 KB,Brazil,America,60,275,295.185169,1624.394914,28.769231,46732.59214,55,41,32,14,9,11,3,male
31 ms,200 KB,India,Asia,42,297,193.219281,1601.518275,28.8,46123.72631,50,43,40,7,3,10,1,male
31 ms,100 KB,'South Korea',Asia,46,239,214.570722,1320.131307,22.846154,30159.92295,55,40,32,15,8,9,2,male
46 ms,200 KB,Kyrgyzstan,Asia,45,317,206.883054,1740.917432,36.535714,63605.66187,56,47,42,9,5,20,1,male
31 ms,400 KB,India,Asia,61,308,303.46317,1826.6671,28.913043,52814.50528,61,45,40,16,5,9,2,male
31 ms,100 KB,China,Asia,57,322,281.189337,1878.190585,35.75,67145.3134,52,44,42,8,2,16,1,male
31 ms,200 KB,Indonesia,Asia,64,327,320,1962,34.5,67689,50,46,44,4,2,10,1,female
31 ms,2000 KB,China,Asia,57,321,275.58868,1872.357695,37.222222,69693.31419,45,32,30,13,2,14,1,male
31 ms,100 KB,Vietnam,Asia,56,265,271.763572,1538.949054,30.833333,47450.92918,48,40,39,8,1,13,2,male
31 ms,100 KB,Bulgaria,Europe,48,397,234.660011,2217.230113,26,57647.98293,67,64,64,3,0,17,2,male
31 ms,1000 KB,Estonia,Europe,41,203,197.726941,1087.583057,18,19576.49502,56,39,29,17,10,9,2,male
46 ms,100 KB,Bangladesh,Asia,40,281,178.935197,1495.461795,26.363636,39425.81095,52,40,35,12,5,9,1,male
31 ms,100 KB,Venezuela,America,74,424,386.477332,2632.808227,24,63187.39745,46,20,15,26,5,5,1,male
31 ms,100 KB,Romania,Europe,47,342,221.079453,1899.669387,35.307692,67072.94221,72,55,45,17,10,17,1,female
31 ms,100 KB,Ukraine,Europe,61,324,302.788875,1921.558897,40.854167,78503.68745,61,46,41,15,5,10,1,male
31 ms,200 KB,Brazil,America,53,422,251.687581,2417.182432,22.545455,54496.47664,52,45,40,7,5,22,1,male
31 ms,100 KB,Canada,America,66,393,334.512649,2375.446889,36.833333,87495.62707,56,37,34,19,3,13,6,male
31 ms,100 KB,Armenia,Europe,50,394,235.951874,2223.679339,57.264706,127338.3433,53,49,47,4,2,13,1,male
31 ms,200 KB,Bulgaria,Europe,55,275,265.963467,1589.873921,32.375,51472.1682,57,39,35,18,4,10,2,male
31 ms,100 KB,Finland,Europe,51,382,243.524906,2166.866481,38.28125,82950.35746,81,70,62,11,8,21,1,male
31 ms,200 KB,Serbia,Europe,36,332,174.973737,1716.4151,17,29179.05671,53,41,39,12,2,15,1,female
31 ms,100 KB,'United States',America,61,350,303.46317,2075.758068,30.565217,63445.9966,67,47,33,20,14,16,1,male
46 ms,100 KB,Serbia,Europe,54,447,261.17595,2572.434713,19,48876.25956,53,33,19,20,14,27,1,female
31 ms,200 KB,Bulgaria,Europe,58,378,284.98844,2214.316816,51.97619,115091.7526,62,49,40,13,9,11,1,male
31 ms,100 KB,Romania,Europe,44,372,198.605938,2030.908562,35,71081.79967,78,67,64,11,3,17,1,female
31 ms,0 KB,Canada,America,61,284,302.788875,1684.329404,33.916667,57126.83895,48,44,42,4,2,9,2,male
31 ms,100 KB,Ukraine,Europe,69,345,353.001331,2107.440938,34.935484,73624.46888,62,53,49,9,4,11,3,female
31 ms,100 KB,Brazil,America,50,375,235.951874,2116.446071,22.323529,47246.54612,101,94,90,7,4,22,1,male
46 ms,200 KB,Brazil,America,57,432,278.355966,2519.808486,28.285714,71274.58289,57,50,49,7,1,17,1,male
31 ms,100 KB,Germany,Europe,43,281,198.053748,1524.780396,20.363636,31050.07352,73,37,23,36,14,5,2,male
31 ms,200 KB,Romania,Europe,58,348,284.224796,2038.577386,42.545455,86732.20153,65,55,50,10,5,12,1,male
31 ms,100 KB,'United States',America,41,165,180.814792,883.996081,19.066667,16854.85861,96,77,62,19,15,18,3,male
31 ms,300 KB,Brazil,America,66,481,333.324018,2907.353571,41.25,119928.3348,90,66,44,24,22,15,1,male
31 ms,200 KB,'United States',America,39,330,190.872188,1744.182732,18,31395.28918,61,36,28,25,8,10,1,male
31 ms,100 KB,Germany,Europe,57,352,280.131868,2053.177285,24,49276.25484,75,43,27,32,16,7,2,male
30 ms,10800 KB,Lithuania,Europe,62,404,307.906868,2405.495309,33.703704,81074.10117,75,58,58,17,0,9,1,male
30 ms,100 KB,Croatia,Europe,43,431,196.599636,2338.720109,32.291667,75521.1702,99,82,79,17,3,23,1,male
31 ms,200 KB,Brazil,America,52,387,251.353134,2206.070171,37,81624.59632,68,39,26,29,13,14,1,male
46 ms,0 KB,Belarus,Europe,71,336,365.886251,2066.315032,37.776316,78057.76918,84,56,43,28,13,9,2,male
31 ms,200 KB,'United States',America,57,403,276.504106,2350.654676,24.75,58178.70322,84,57,46,27,11,18,1,male
31 ms,100 KB,Armenia,Europe,0,0,0,0,0,0,89,54,49,35,5,14,1,male
31 ms,100 KB,Belarus,Europe,49,347,230.465006,1948.304316,49.5,96441.06364,72,48,42,24,6,14,1,female
31 ms,2000 KB,France,Europe,61,484,304.238182,2870.476871,69.136364,198454.3328,101,80,66,21,14,22,2,male
124 ms,49300 KB,Belarus,Europe,54,431,262.236643,2480.356513,47.882353,118765.306,86,63,55,23,8,18,2,male
31 ms,100 KB,Brazil,America,43,478,201.503062,2593.754553,41.555556,107784.9114,109,76,57,33,19,18,1,male
