numberOfFunction,slocP,program_length,gender,blankLine,loc,program_vocabulary,comments,continent,memory,cyclomatic_complexity,volume,effort,calculated_estimated_program_length,difficulty,time,lsloc
3,65,343,male,0,82,70,17,Western,18900 KB,13,2102.344075,75684.38669,359.0910367,36,1450 ms,65
3,50,358,male,4,68,64,18,Eastern,21800 KB,17,2148,115992,321.1317371,54,1450 ms,46
2,67,343,male,0,78,64,11,Eastern,57300 KB,14,2058,69972,320.4063545,34,842 ms,67
5,51,323,male,0,72,68,21,Eastern,19700 KB,16,1966.250498,70785.01792,346.3298602,36,779 ms,51
5,56,403,male,0,68,68,12,Eastern,36100 KB,17,2453.247525,88316.9109,346.1173001,36,794 ms,56
2,53,303,male,1,64,65,11,Eastern,20900 KB,13,1824.777447,58392.87832,326.4650059,32,1606 ms,52
3,43,363,male,0,58,74,15,Eastern,23700 KB,15,2254.031572,85653.19973,385.5385456,38,265 ms,43
4,53,417,male,5,63,73,10,Western,32800 KB,17,2581.156841,139382.4694,378.8670746,54,280 ms,48
2,69,329,male,3,82,60,13,Eastern,17300 KB,14,1943.367006,33037.2391,295.6213103,17,1482 ms,66
3,76,346,male,0,91,74,15,Eastern,34300 KB,16,2148.470865,90235.77631,386.4773318,42,217 ms,76
2,34,315,male,0,50,74,16,Western,18700 KB,15,1955.97781,70415.20117,385.4995491,36,811 ms,34
3,54,403,male,0,62,73,8,Eastern,34600 KB,11,2494.499297,84812.97611,379.1044231,34,1872 ms,54
2,42,301,male,2,55,72,13,Eastern,26400 KB,15,1857.147425,33428.65366,372.2346001,18,1606 ms,40
2,50,0,male,0,60,0,10,Eastern,19800 KB,15,0,0,0,0,468 ms,50
2,47,339,male,0,57,67,10,Eastern,14900 KB,11,2056.404236,69917.74401,339.5249056,34,218 ms,47
3,60,415,male,10,82,62,22,Eastern,21800 KB,16,2470.991469,126020.5649,307.5796744,51,1575 ms,50
1,7,485,male,0,57,83,50,Eastern,27400 KB,4,3091.894124,123675.765,446.1369639,40,155 ms,7
4,46,374,male,3,64,79,18,Western,19700 KB,14,2357.614,84874.10399,419.4466845,36,748 ms,43
4,53,398,male,0,66,71,13,Eastern,19000 KB,14,2447.599354,93008.77544,365.8862514,38,265 ms,53
3,42,393,male,0,58,87,16,Eastern,21900 KB,12,2532.076794,96218.91817,474.2088866,38,857 ms,42
3,48,331,male,0,58,49,10,Western,38500 KB,20,1858.468958,37169.37917,243.6596322,20,296 ms,48
2,57,23,male,1,63,15,6,Eastern,51500 KB,10,89.8584837,0,58.60335893,0,826 ms,56
2,54,300,male,0,64,71,10,Eastern,34600 KB,13,1844.924136,73796.96543,366.4572094,40,342 ms,54
3,49,344,male,3,63,64,14,Eastern,21800 KB,16,2064,111456,321.1317371,54,1481 ms,46
3,46,333,male,3,59,73,13,Eastern,20200 KB,14,2061.211578,74203.61681,378.8670746,36,1419 ms,43
2,38,311,male,0,57,64,19,Western,21000 KB,8,1866,55980,320.0450916,30,1418 ms,38
4,69,380,male,2,87,77,18,Eastern,28600 KB,17,2381.378885,95255.15542,405.6268983,40,1544 ms,67
3,63,376,male,1,78,73,15,Eastern,19000 KB,16,2327.374034,93094.96137,379.6596322,40,1559 ms,62
4,62,324,male,2,80,59,18,Eastern,34900 KB,16,1905.976348,68615.14853,290.159225,36,264 ms,60
3,50,386,male,0,67,81,17,Eastern,15200 KB,14,2447.182101,92992.91984,432.6080183,38,764 ms,50
2,73,310,male,0,80,55,7,Eastern,34000 KB,13,1792.221511,35844.43022,271.4804827,20,265 ms,73
3,52,421,male,0,65,78,13,Eastern,36400 KB,14,2646.154334,100553.8647,412.2613731,38,296 ms,52
3,52,303,male,0,63,66,11,Western,71300 KB,13,1831.451418,65932.25105,333.3240179,36,343 ms,52
3,55,369,male,1,68,75,13,Eastern,19600 KB,16,2298.434097,91937.36387,392.4020294,40,780 ms,54
2,47,367,male,0,54,84,7,Eastern,30700 KB,14,2345.980494,84455.29779,453.8154506,36,218 ms,47
3,51,388,male,0,68,82,17,Eastern,15200 KB,14,2466.730178,98669.20711,439.3544556,40,763 ms,51
2,50,331,male,0,55,65,5,Western,25400 KB,14,1993.403746,75749.34235,327.8032081,38,795 ms,50
2,73,310,male,0,80,55,7,Eastern,40200 KB,13,1792.221511,35844.43022,271.4804827,20,280 ms,73
2,39,351,male,0,53,79,14,Eastern,17900 KB,12,2212.627043,79654.57353,419.2271063,36,1466 ms,39
3,55,422,male,0,66,84,11,Eastern,40700 KB,17,2697.557952,161853.4771,453.092115,60,546 ms,55
2,61,317,male,9,81,37,20,Eastern,30700 KB,12,1651.396717,28073.74419,177.7286241,17,1497 ms,52
3,45,305,male,0,58,73,13,Eastern,30600 KB,13,1887.89649,67964.27366,378.8670746,36,311 ms,45
2,45,281,male,0,58,47,13,Eastern,29100 KB,13,1560.839467,32777.62881,238.0869722,21,296 ms,45
3,83,397,male,1,100,61,17,Eastern,16300 KB,14,2354.502723,70635.08169,300.7868035,30,1575 ms,82
3,54,358,male,0,68,64,14,Eastern,25600 KB,17,2148,115992,321.1317371,54,1434 ms,54
3,50,358,male,4,68,64,18,Eastern,21800 KB,17,2148,115992,321.1317371,54,1466 ms,46
3,50,358,male,4,68,64,18,Eastern,30300 KB,17,2148,115992,321.1317371,54,1481 ms,46
3,50,358,male,4,68,64,18,Western,21800 KB,17,2148,115992,321.1317371,54,1466 ms,46
3,50,358,female,4,68,64,18,Eastern,21800 KB,17,2148,115992,321.1317371,54,1559 ms,46
3,50,358,male,4,68,64,18,Eastern,21800 KB,17,2148,115992,321.1317371,54,1590 ms,46
3,50,358,male,4,68,64,18,Eastern,21800 KB,17,2148,115992,321.1317371,54,1590 ms,46
3,50,358,male,4,68,64,18,Eastern,21800 KB,17,2148,115992,321.1317371,54,1559 ms,46
3,50,358,male,4,68,64,18,Eastern,21800 KB,17,2148,115992,321.1317371,54,1590 ms,46
3,50,358,male,4,68,64,18,Eastern,21800 KB,17,2148,115992,321.1317371,54,1544 ms,46
3,50,358,male,4,68,64,18,Eastern,25400 KB,17,2148,115992,321.1317371,54,1419 ms,46
3,50,358,female,4,68,64,18,Eastern,25400 KB,17,2148,115992,321.1317371,54,1575 ms,46
3,52,440,male,0,66,70,14,Eastern,30400 KB,19,2696.884527,102481.612,359.7107722,38,311 ms,52
3,50,358,male,4,68,64,18,Eastern,21800 KB,17,2148,115992,321.1317371,54,1481 ms,46
3,50,358,male,4,68,64,18,Eastern,21800 KB,17,2148,115992,321.1317371,54,1496 ms,46
3,50,358,male,4,68,64,18,Eastern,25400 KB,17,2148,115992,321.1317371,54,1403 ms,46
3,50,358,male,4,68,64,18,Eastern,34500 KB,17,2148,115992,321.1317371,54,1450 ms,46
2,47,283,male,0,63,61,16,Western,19700 KB,11,1678.398667,30211.176,302.7888745,18,264 ms,47
4,46,371,male,0,54,76,8,Western,22900 KB,14,2317.981107,132124.9231,398.842491,57,1512 ms,46
2,53,395,male,0,65,81,12,Eastern,39800 KB,14,2504.240751,100169.63,432.536756,40,265 ms,53
2,46,374,male,0,58,68,12,Eastern,18700 KB,13,2276.711103,86515.0219,347.0121354,38,280 ms,46
4,60,283,male,0,71,60,11,Western,18200 KB,14,1671.650039,63522.70147,298.3693524,38,1513 ms,60
3,46,352,male,0,59,64,13,Eastern,15800 KB,15,2112,67584,320,32,295 ms,46
4,67,319,male,2,78,55,11,Eastern,39300 KB,14,1844.253749,35040.82122,270.1306865,19,1497 ms,65
4,52,322,male,0,65,58,13,Eastern,21800 KB,15,1886.26988,71678.25546,285.8598074,38,249 ms,52
3,52,431,male,0,66,78,14,Eastern,33300 KB,14,2709.008356,102942.3175,412.2613731,38,342 ms,52
2,48,354,male,0,54,64,6,Western,18700 KB,14,2124,67968,320,32,795 ms,48
1,13,447,male,0,68,82,55,Eastern,16400 KB,6,2841.825746,113673.0298,439.3192644,40,78 ms,13
4,67,363,male,0,79,72,12,Western,22400 KB,16,2239.682776,76149.21437,372.3949821,34,249 ms,67
3,53,435,male,0,60,77,7,Eastern,29100 KB,20,2726.052145,103589.9815,405.551932,38,763 ms,53
2,63,407,male,0,73,67,10,Eastern,40600 KB,14,2468.898301,140727.2031,340.3026944,57,311 ms,63
2,44,231,male,0,58,35,14,Western,26000 KB,9,1184.864377,18957.83003,164.7548875,16,857 ms,44
3,46,383,male,1,66,79,20,Eastern,21800 KB,14,2414.348027,101402.6171,419.2271063,42,265 ms,45
5,41,537,male,0,64,92,23,Eastern,33800 KB,23,3503.15277,210189.1662,508.9533246,60,467 ms,41
2,60,374,male,0,77,75,17,Eastern,24100 KB,14,2329.57819,83864.81485,392.17102,36,1497 ms,60
3,54,364,female,0,69,64,15,Eastern,21800 KB,17,2184,117936,321.1317371,54,1497 ms,54
3,36,295,male,0,57,57,21,Eastern,17400 KB,10,1720.702554,55062.48173,276.504106,32,233 ms,36
3,47,492,male,0,57,76,10,Western,44700 KB,13,3073.980337,147551.0562,399.7943904,48,296 ms,47
3,48,357,male,0,66,69,18,Eastern,18200 KB,14,2180.743231,74145.26986,352.4986422,34,265 ms,48
2,69,421,male,3,76,64,7,Eastern,24900 KB,15,2526,121248,320.0450916,48,1482 ms,66
4,57,378,male,0,64,68,7,Eastern,25400 KB,18,2301.060954,138063.6572,347.4830616,60,748 ms,57
3,57,304,male,0,71,47,14,Eastern,37400 KB,16,1688.595011,32083.30521,230.1306865,19,343 ms,57
2,55,270,male,1,76,58,21,Western,16400 KB,13,1581.654869,47449.64606,281.9620482,30,499 ms,54
2,37,330,male,0,71,74,34,Eastern,27600 KB,10,2049.119611,69670.06676,385.6555921,34,296 ms,37
3,63,356,male,0,81,67,18,Eastern,21800 KB,13,2159.527752,90700.16558,342.5737365,42,218 ms,63
4,54,284,male,0,67,49,13,Western,29600 KB,14,1594.577596,54215.63825,231.5770955,34,1512 ms,54
2,44,220,male,0,53,55,9,Eastern,15000 KB,9,1271.899137,20350.38619,264.041925,16,1450 ms,44
3,49,378,male,0,65,82,16,Eastern,18200 KB,14,2403.154658,96126.18631,439.3544556,40,795 ms,49
3,52,445,male,0,62,66,10,Western,17000 KB,17,2689.755383,121038.9922,333.1049912,45,265 ms,52
3,76,346,male,0,91,74,15,Eastern,34300 KB,16,2148.470865,90235.77631,386.4773318,42,233 ms,76
3,50,388,male,0,67,82,17,Eastern,15200 KB,14,2466.730178,98669.20711,439.3544556,40,233 ms,50
3,74,350,male,0,91,75,17,Eastern,34300 KB,15,2180.086542,91563.63475,393.3293845,42,280 ms,74
2,55,367,male,4,74,66,19,Eastern,19700 KB,15,2218.292642,35492.68227,332.9300119,16,265 ms,51
3,56,475,female,0,64,72,8,Eastern,32100 KB,20,2930.714376,99644.28877,372.2746801,34,374 ms,56
2,45,327,male,2,73,58,28,Eastern,26000 KB,8,1915.559785,68960.15227,284.9884404,36,1497 ms,43
3,49,330,male,0,58,67,9,Eastern,23300 KB,13,2001.809433,114103.1377,340.3026944,57,1559 ms,49
2,47,328,male,0,61,51,14,Eastern,23500 KB,15,1860.555512,59537.77639,241.523656,32,499 ms,47
5,55,0,female,0,67,0,12,Eastern,32000 KB,20,0,0,0,0,327 ms,55
2,58,286,male,0,65,52,7,Eastern,38500 KB,11,1630.325759,24454.88639,245.3142135,15,249 ms,58
2,48,419,male,0,66,76,18,Eastern,22400 KB,12,2617.881628,94243.73861,398.8804611,36,218 ms,48
2,66,408,female,0,81,85,15,Western,24900 KB,12,2615.031502,104601.2601,460.0105131,40,295 ms,66
2,45,241,male,4,64,57,19,Eastern,19700 KB,8,1405.726493,44983.24779,276.0964047,32,218 ms,41
2,53,311,male,0,65,70,12,Western,19700 KB,11,1906.207018,72435.86669,359.4212455,38,248 ms,53
2,69,346,male,1,82,63,13,Eastern,36900 KB,16,2068.138854,35158.36051,313.8551855,17,327 ms,68
3,51,400,male,3,70,78,19,Eastern,21800 KB,16,2514.160888,100566.4355,412.2983693,40,795 ms,48
3,53,370,male,0,59,59,6,Eastern,35400 KB,17,2176.577928,74003.64956,289.0701413,34,358 ms,53
3,50,362,male,1,75,68,25,Eastern,35900 KB,11,2203.661549,83739.13884,346.6279634,38,295 ms,49
3,45,395,male,0,64,77,19,Eastern,22000 KB,15,2475.380684,89113.70461,405.7769322,36,296 ms,45
3,55,355,male,0,61,74,6,Eastern,51500 KB,16,2204.355945,39678.40701,385.5385456,18,420 ms,55
4,86,404,male,1,125,65,39,Eastern,21600 KB,18,2433.036596,138683.086,327.8032081,57,1621 ms,85
3,51,265,male,0,59,48,8,Eastern,15800 KB,14,1480.015063,28120.28619,234.6600115,19,249 ms,51
3,42,371,female,0,63,68,21,Western,18700 KB,16,2258.448714,90337.94856,347.4830616,40,295 ms,42
1,55,382,male,1,69,69,14,Western,25200 KB,11,2333.456342,84004.42833,352.7497745,36,810 ms,54
3,63,408,male,0,81,76,18,Eastern,29900 KB,14,2549.154425,96867.86817,398.8804611,38,312 ms,63
2,59,298,male,1,69,55,10,Eastern,28600 KB,13,1722.845195,55131.04623,264.041925,32,826 ms,58
2,24,447,female,0,64,84,40,Eastern,13300 KB,8,2857.365888,114294.6355,453.092115,40,1513 ms,24
2,0,523,female,0,51,87,51,Eastern,14900 KB,0,3369.659448,134786.3779,473.9427998,40,187 ms,0
1,58,373,male,15,82,79,24,Western,24800 KB,11,2351.310219,94052.40876,419.0078103,40,545 ms,43
2,49,302,female,5,77,61,28,Eastern,26000 KB,9,1791.082676,34030.57084,303.4631705,19,920 ms,44
3,48,317,male,0,61,82,13,Western,18700 KB,11,2015.343985,80613.75942,439.3544556,40,249 ms,48
3,56,428,male,9,79,65,23,Eastern,18200 KB,17,2577.573424,185585.2865,326.9987489,72,218 ms,47
2,53,336,male,2,77,58,24,Eastern,21800 KB,12,1968.281614,74794.70135,286.8413093,38,311 ms,51
2,44,277,female,0,62,52,18,Eastern,28000 KB,11,1579.021802,53686.74127,249.0117739,34,1559 ms,44
3,39,420,male,0,61,84,22,Eastern,83100 KB,10,2684.773318,102021.3861,453.2640759,38,295 ms,39
5,55,436,male,0,70,72,15,Eastern,32300 KB,17,2690.087301,153334.9761,372.5956925,57,748 ms,55
2,44,236,male,0,60,38,16,Western,32700 KB,10,1238.510893,19816.17429,175.509775,16,1512 ms,44
3,39,351,male,5,62,50,23,Eastern,34300 KB,16,1980.993523,41600.86397,250.4773318,21,264 ms,34
4,58,325,male,6,79,58,21,Eastern,21800 KB,12,1903.843823,68538.37764,284.2247957,36,795 ms,52
4,59,386,female,0,77,81,18,Western,71300 KB,15,2447.182101,97887.28404,432.536756,40,342 ms,59
5,60,515,male,1,72,78,12,Eastern,41600 KB,25,3236.982143,123005.3214,412.2983693,38,405 ms,59
2,62,341,male,3,79,65,17,Eastern,31700 KB,12,2053.627424,78037.84212,328.3421192,38,1482 ms,59
3,47,400,male,0,59,80,12,Western,47600 KB,16,2528.771238,96093.30704,425.8985773,38,1653 ms,47
2,45,272,male,0,59,45,14,Eastern,28600 KB,15,1493.784042,28381.8968,221.6404615,19,1560 ms,45
2,75,357,male,0,94,74,19,Eastern,21500 KB,8,2216.774852,39901.94733,385.4995491,18,265 ms,75
3,58,373,male,3,78,72,20,Eastern,27600 KB,15,2301.382026,87452.51697,372.5956925,38,218 ms,55
3,80,354,male,1,110,59,30,Eastern,21300 KB,17,2082.455639,112452.6045,290.8572701,54,1481 ms,79
2,65,316,male,0,74,59,9,Eastern,21800 KB,12,1858.915204,100381.421,290.8572701,54,826 ms,65
3,56,339,male,0,65,62,9,Eastern,21800 KB,16,2018.472549,80738.90197,310.9846194,40,1434 ms,56
3,61,337,male,4,78,65,17,Eastern,21800 KB,16,2029.537953,77122.44221,327.8032081,38,842 ms,57
3,65,371,male,5,87,60,22,Eastern,21800 KB,14,2191.456411,74509.51797,295.1851693,34,249 ms,60
2,75,324,male,1,88,37,13,Eastern,36900 KB,14,1687.86289,28693.66914,181.5249056,17,296 ms,74
4,57,281,male,0,65,43,8,Eastern,37800 KB,15,1524.780396,25921.26673,201.5030616,17,1497 ms,57
3,41,365,male,0,65,66,24,Eastern,19500 KB,12,2206.203854,75010.93102,332.9737366,34,795 ms,41
3,53,353,male,0,64,76,11,Eastern,18700 KB,11,2205.518412,79398.66284,398.9944238,36,1029 ms,53
3,55,337,male,0,72,70,17,Eastern,20500 KB,12,2065.568377,74360.46156,359.2147805,36,218 ms,55
3,50,426,male,8,75,78,25,Eastern,15800 KB,15,2677.581345,96392.92843,412.5946318,36,249 ms,42
5,61,339,male,8,84,57,23,Eastern,21800 KB,13,1977.349715,71184.58973,278.3559659,36,795 ms,53
3,56,420,male,3,78,68,22,Eastern,21800 KB,17,2556.734393,138063.6572,346.1173001,54,1591 ms,53
5,61,340,male,8,84,58,23,Eastern,21800 KB,13,1991.713538,71701.68738,284.9884404,36,764 ms,53
3,66,362,male,3,87,72,21,Eastern,44700 KB,16,2233.512851,89340.51402,373.2397178,40,280 ms,63
2,44,359,male,0,66,51,22,Western,29100 KB,12,2036.400698,61092.02093,240.0186475,30,1481 ms,44
4,55,352,male,0,63,72,8,Eastern,22800 KB,12,2171.813601,86872.54402,373.2397178,40,764 ms,55
4,68,398,male,1,100,83,32,Western,17700 KB,13,2537.265694,101490.6277,446.2065082,40,468 ms,67
4,68,398,male,1,100,83,32,Western,17900 KB,13,2537.265694,101490.6277,446.2065082,40,311 ms,67
2,47,378,male,0,61,78,14,Eastern,23300 KB,11,2375.882039,85531.75339,412.4094067,36,280 ms,47
4,62,321,male,8,84,56,22,Eastern,21800 KB,13,1864.16093,67109.79348,272.5558619,36,795 ms,54
4,54,393,male,0,81,76,27,Eastern,28900 KB,15,2455.435513,103128.2915,399.4510684,42,1700 ms,54
2,52,337,male,0,64,65,12,Eastern,22100 KB,14,2029.537953,60886.13859,326.7316235,30,1497 ms,52
3,34,397,male,0,53,83,19,Eastern,12700 KB,9,2530.890654,96173.84486,446.5546348,38,249 ms,34
3,53,395,male,0,72,85,19,Eastern,28700 KB,17,2531.70942,106331.7956,459.8067162,42,265 ms,53
3,51,383,male,0,71,81,20,Eastern,18900 KB,14,2428.162551,97126.50204,432.536756,40,763 ms,51
4,61,349,male,0,71,73,10,Eastern,22100 KB,16,2160.248771,86409.95084,379.6596322,40,795 ms,61
3,61,334,male,4,76,57,15,Western,32800 KB,12,1948.185265,62341.92847,276.0964047,32,654 ms,57
2,52,308,male,0,73,38,21,Eastern,39000 KB,14,1616.361674,29094.51013,188.1173001,18,342 ms,52
3,55,469,male,6,73,76,18,Eastern,55200 KB,19,2930.278004,167025.8462,398.842491,57,1497 ms,49
4,91,467,male,0,129,64,38,Eastern,21700 KB,18,2802,252180,320.7232379,90,1575 ms,91
2,53,355,male,0,59,55,6,Western,27000 KB,14,2052.382698,98514.36952,264.041925,48,1559 ms,53
2,57,356,male,3,83,72,26,Eastern,22800 KB,12,2196.493301,87859.73202,372.8771238,40,763 ms,54
5,65,308,male,0,76,59,11,Eastern,30600 KB,15,1811.854059,34425.22712,291.6599114,19,311 ms,65
5,44,456,male,1,75,84,31,Western,23300 KB,16,2914.896745,157404.4242,453.8154506,54,1450 ms,43
2,36,383,male,1,58,83,22,Eastern,18700 KB,11,2441.640102,48832.80204,446.1369639,20,794 ms,35
2,50,418,male,0,56,67,6,Western,23200 KB,13,2535.625282,86211.25957,339.4387425,34,265 ms,50
3,59,406,male,0,80,83,21,Western,21800 KB,13,2588.266009,93177.57633,446.8336245,36,265 ms,59
2,41,367,female,2,72,65,31,Eastern,41600 KB,13,2210.208987,37573.55279,326.5538222,17,265 ms,39
2,39,333,male,0,56,68,17,Western,19000 KB,12,2027.125126,72976.50454,346.3298602,36,1497 ms,39
5,62,347,male,8,85,58,23,Eastern,21800 KB,14,2032.719405,73177.89859,284.9884404,36,779 ms,54
2,78,346,male,3,95,48,17,Eastern,52400 KB,13,1932.397025,61836.70481,225.0683649,32,405 ms,75
4,64,420,male,0,79,79,15,Western,106600 KB,17,2647.587914,95313.16491,419.4466845,36,280 ms,64
3,54,363,male,0,60,60,6,Eastern,23600 KB,15,2144.201286,109354.2656,295.6213103,51,264 ms,54
1,61,433,male,1,69,77,8,Eastern,71200 KB,14,2713.518572,103113.7057,405.551932,38,670 ms,60
3,40,473,male,0,46,87,6,Eastern,30300 KB,17,3047.512274,191993.2732,473.6107211,63,234 ms,40
6,60,357,male,0,88,65,28,Eastern,20500 KB,14,2149.985309,60199.58866,327.3557123,28,811 ms,60
1,51,354,male,0,55,66,4,Eastern,24900 KB,11,2139.715518,115544.638,333.3240179,54,264 ms,51
3,50,358,male,4,85,64,35,Eastern,25400 KB,17,2148,115992,321.1317371,54,1466 ms,46
5,78,507,male,0,90,74,12,Eastern,35100 KB,22,3148.192856,179446.9928,385.6555921,57,358 ms,78
5,65,500,female,0,80,83,15,Eastern,28200 KB,18,3187.519716,181688.6238,446.5546348,57,1528 ms,65
3,40,473,male,0,46,89,6,Eastern,33400 KB,17,3063.021913,192970.3805,487.4132344,63,218 ms,40
2,55,365,male,0,78,72,23,Western,18200 KB,14,2252.022626,90080.90502,372.8771238,40,264 ms,55
5,63,351,male,8,86,58,23,Eastern,21800 KB,14,2056.151329,74021.44785,284.9884404,36,779 ms,55
3,32,393,male,0,67,77,35,Western,17900 KB,12,2462.84711,46794.0951,405.551932,19,233 ms,32
4,48,439,male,15,77,89,29,Western,23400 KB,15,2842.846976,153513.7367,489.6970841,54,1481 ms,33
2,34,367,male,0,54,80,20,Eastern,30700 KB,11,2320.147611,44082.80461,425.8985773,19,842 ms,34
6,70,533,male,0,75,84,5,Eastern,29200 KB,24,3407.105186,129469.9971,453.2640759,38,187 ms,70
4,64,394,male,0,78,72,14,Eastern,23400 KB,15,2430.950451,77790.41442,372.5956925,32,234 ms,64
3,44,430,male,0,66,82,22,Western,19700 KB,7,2733.747362,103882.3998,439.460071,38,280 ms,44
2,50,360,male,0,72,89,22,Western,15300 KB,11,2331.264035,88588.03334,488.323496,38,280 ms,50
4,59,484,male,0,69,75,10,Western,35100 KB,21,3014.748246,162796.4053,392.2479866,54,1512 ms,59
3,60,254,male,0,80,39,20,Eastern,34900 KB,13,1342.492164,24164.85894,194.7497745,18,265 ms,60
4,55,487,male,2,75,74,20,Western,137900 KB,20,3024.003789,172368.216,385.6555921,57,498 ms,53
4,65,469,male,2,81,72,16,Western,33400 KB,20,2893.694826,104173.0137,372.2346001,36,280 ms,63
3,59,332,male,0,69,59,10,Western,16000 KB,12,1953.037492,62497.19976,288.3819626,32,249 ms,59
3,59,332,male,0,69,59,10,Western,16000 KB,12,1953.037492,62497.19976,288.3819626,32,234 ms,59
2,51,365,female,0,57,62,6,Eastern,21800 KB,11,2173.281653,73891.57621,307.5796744,34,264 ms,51
4,56,413,male,3,94,70,38,Eastern,18900 KB,16,2531.393886,50627.87772,360.541081,20,249 ms,53
4,48,395,male,0,66,76,18,Western,25700 KB,14,2467.931368,140672.088,398.842491,57,265 ms,48
2,46,343,male,0,69,68,23,Eastern,21300 KB,8,2087.999755,37583.99558,346.1173001,18,218 ms,46
4,83,519,female,0,88,85,5,Eastern,32200 KB,22,3326.473896,133058.9558,460.0105131,40,264 ms,83
3,42,287,male,0,67,37,25,Eastern,37900 KB,7,1495.113116,25416.92297,177.7286241,17,1481 ms,42
2,48,399,male,0,76,68,28,Eastern,34900 KB,14,2428.897674,97155.90695,348.0415947,40,280 ms,48
3,51,512,male,1,76,86,25,Eastern,41600 KB,15,3290.247554,187544.1106,467.4994455,57,280 ms,50
2,67,354,male,0,89,68,22,Eastern,25500 KB,13,2154.961846,43099.23692,347.4830616,20,264 ms,67
2,51,299,male,0,77,38,26,Eastern,24800 KB,10,1569.130327,26675.21555,184.2797931,17,295 ms,51
4,51,399,male,0,64,68,13,Eastern,22800 KB,20,2428.897674,131160.4744,346.3298602,54,280 ms,51
3,46,405,male,35,104,48,58,Eastern,28800 KB,18,2261.909813,76904.93363,227.6306219,34,280 ms,11
2,63,297,male,10,83,59,20,Eastern,19200 KB,11,1747.144986,27954.31977,288.6764386,16,264 ms,53
3,81,289,male,0,94,41,13,Eastern,39000 KB,14,1548.332529,26321.653,192.6252211,17,1513 ms,81
3,27,461,female,0,70,89,43,Eastern,11500 KB,9,2985.313112,131353.7769,487.3483806,44,217 ms,27
3,47,386,male,3,65,69,18,Western,36400 KB,16,2357.89044,134399.7551,353.3374044,57,1590 ms,44
3,59,285,male,0,78,44,19,Eastern,21300 KB,14,1555.938011,28006.8842,212.401259,18,1466 ms,59
2,76,314,male,0,91,57,15,Western,21000 KB,15,1831.527464,32967.49436,279.1883364,18,1450 ms,76
3,64,452,male,2,76,77,12,Eastern,34400 KB,18,2832.587516,107638.3256,405.551932,38,342 ms,62
4,29,527,female,0,37,77,8,Eastern,80900 KB,21,3302.596507,158524.6323,406.6799972,48,311 ms,29
4,56,411,male,0,68,75,12,Eastern,53100 KB,17,2560.044482,153602.6689,392.6333688,60,826 ms,56
4,52,464,female,0,64,78,12,Eastern,57200 KB,21,2916.42663,104991.3587,412.4094067,36,826 ms,52
2,75,353,male,1,90,61,15,Eastern,25500 KB,12,2093.55028,75367.81009,302.2137048,36,265 ms,74
4,52,464,male,0,64,78,12,Eastern,57100 KB,21,2916.42663,104991.3587,412.4094067,36,920 ms,52
4,68,398,male,1,100,83,32,Western,17900 KB,13,2537.265694,101490.6277,446.2065082,40,264 ms,67
3,60,376,male,0,89,67,29,Eastern,21700 KB,13,2280.849536,91233.98142,341.2590864,40,482 ms,60
3,49,335,male,0,65,67,16,Western,18700 KB,12,2032.139879,109735.5535,339.9564924,54,841 ms,49
1,61,340,male,0,71,68,10,Western,31200 KB,11,2069.737366,39325.00995,347.0121354,19,326 ms,61
3,44,391,male,12,84,79,40,Eastern,26900 KB,15,2464.778273,103520.6874,419.4466845,42,1496 ms,32
2,68,307,male,0,83,51,15,Eastern,40100 KB,11,1741.43458,27862.95328,240.7106228,16,405 ms,68
3,65,476,male,16,88,71,23,Eastern,30400 KB,24,2927.279629,105382.0666,365.7235111,36,358 ms,49
3,56,397,male,0,72,74,16,Eastern,20100 KB,14,2465.152986,88745.5075,385.5385456,36,795 ms,56
3,53,349,male,0,61,66,8,Eastern,22300 KB,13,2109.493548,63284.80643,333.1049912,30,1497 ms,53
2,64,345,male,0,71,69,7,Eastern,18700 KB,14,2107.440938,71652.99188,352.4986422,34,873 ms,64
4,57,343,male,0,83,70,26,Eastern,26000 KB,16,2102.344075,79889.07484,359.4212455,38,1482 ms,57
3,63,369,male,0,75,75,12,Western,22900 KB,12,2298.434097,87340.49568,392.17102,38,811 ms,63
3,61,306,male,0,69,69,8,Western,25500 KB,15,1869.208484,67291.50542,352.582306,36,1575 ms,61
2,72,439,male,1,89,82,17,Western,21800 KB,12,2790.96533,106056.6825,439.460071,38,717 ms,71
3,52,392,male,0,80,71,28,Western,23100 KB,17,2410.700871,81963.82961,365.6422056,34,514 ms,52
3,62,360,male,0,73,68,11,Western,22100 KB,13,2191.486623,78893.51842,346.3298602,36,873 ms,62
3,79,407,male,0,98,77,19,Western,21800 KB,16,2550.582122,145383.181,405.551932,57,233 ms,79
2,54,382,male,0,62,70,8,Western,24900 KB,15,2341.386112,88972.67227,359.4212455,38,249 ms,54
2,67,485,male,0,93,88,26,Western,15700 KB,15,3132.824335,197367.9331,480.4627738,63,1247 ms,67
3,59,349,male,0,79,68,20,Western,23500 KB,16,2124.524532,80731.9322,347.0121354,38,716 ms,59
6,62,591,male,0,78,77,16,Western,40600 KB,25,3703.670846,281478.9843,405.551932,76,373 ms,62
2,48,310,male,0,67,77,19,Western,19700 KB,11,1942.703828,69937.33779,405.6268983,36,264 ms,48
3,52,386,male,0,66,61,14,Western,37500 KB,16,2289.264612,73256.46759,300.8814489,32,1091 ms,52
