numberOfFunction,slocP,program_length,gender,blankLine,loc,program_vocabulary,comments,continent,memory,cyclomatic_complexity,volume,effort,calculated_estimated_program_length,difficulty,time,lsloc
2,50,424,male,1,64,78,14,Eastern,157500 KB,15,2665.010541,191880.7589,415.2849179,72,794 ms,49
2,47,478,male,0,59,83,12,Eastern,39400 KB,17,3047.268848,191977.9374,446.1369639,63,545 ms,47
1,95,532,male,0,113,67,18,Eastern,78400 KB,23,3227.159449,116177.7402,339.9564924,36,654 ms,95
2,60,517,male,0,75,78,15,Eastern,17200 KB,17,3249.552947,185224.518,412.2613731,57,46 ms,60
4,51,382,male,0,66,81,15,Eastern,9300 KB,10,2421.822701,50858.27672,432.75063,21,46 ms,51
3,48,430,male,2,71,66,23,Eastern,129100 KB,18,2599.089471,93567.22097,333.3240179,36,779 ms,46
3,64,403,male,0,84,47,20,Eastern,31800 KB,17,2238.499307,44769.98614,232.5286082,20,140 ms,64
2,51,354,male,0,77,60,26,Eastern,8300 KB,14,2091.039271,71095.33521,295.6213103,34,296 ms,51
4,47,527,male,0,68,89,21,Eastern,15900 KB,22,3412.711518,150159.3068,487.3483806,44,61 ms,47
2,71,442,male,1,93,77,22,Eastern,31400 KB,14,2769.919651,121876.4646,406.6799972,44,93 ms,70
2,60,403,male,6,74,78,14,Eastern,4000 KB,14,2533.017094,101320.6838,412.2983693,40,62 ms,54
4,81,408,female,0,96,61,15,Eastern,16000 KB,21,2419.740834,91950.15168,303.4631705,38,795 ms,81
1,39,387,male,0,59,81,20,Western,700 KB,14,2453.521951,103047.9219,432.75063,42,187 ms,39
2,69,546,male,0,86,80,17,Western,59000 KB,20,3451.77274,276141.8192,425.7903187,80,249 ms,69
3,53,450,male,0,82,74,29,Eastern,15700 KB,15,2794.254015,117358.6686,386.9094701,42,826 ms,53
1,50,443,male,0,53,67,3,Western,900 KB,20,2687.277511,153174.8181,340.7366244,57,46 ms,50
1,70,684,female,5,85,99,15,Eastern,27600 KB,27,4534.479928,244861.9161,561.9099458,54,140 ms,65
2,68,553,female,0,75,74,7,Western,800 KB,30,3433.827711,260970.9061,385.6555921,76,358 ms,68
2,49,517,male,0,79,98,30,Western,31500 KB,15,3419.804989,129952.5896,553.2066264,38,62 ms,49
4,62,454,male,0,85,99,23,Western,47300 KB,17,3009.727906,138447.4837,557.6636341,46,124 ms,62
1,52,453,male,8,72,63,20,Eastern,600 KB,20,2707.707805,205785.7932,316.1697866,76,46 ms,44
3,57,659,male,0,72,100,15,Eastern,4000 KB,21,4378.301229,288967.8811,565.4268669,66,31 ms,57
3,78,409,female,0,86,67,8,Eastern,35600 KB,23,2481.030479,44658.54862,339.9564924,18,93 ms,78
9,59,463,female,0,84,81,25,Eastern,16100 KB,21,2935.350551,129155.4243,432.9647657,44,514 ms,59
2,78,405,male,0,84,66,6,Eastern,16000 KB,20,2447.979618,83231.30702,332.9737366,34,61 ms,78
1,39,382,male,0,64,66,25,Eastern,4000 KB,14,2308.958554,87740.42504,334.0271833,38,124 ms,39
2,59,435,male,1,80,63,21,Eastern,16800 KB,12,2600.116767,52002.33533,316.9190488,20,904 ms,58
2,89,561,male,0,102,63,13,Eastern,16100 KB,24,3353.254037,120717.1453,314.4992626,36,93 ms,89
4,52,482,male,1,66,89,14,Western,4000 KB,17,3121.303514,196642.1214,487.5430078,63,31 ms,51
4,54,428,male,0,80,67,26,Eastern,31600 KB,20,2596.286174,140199.4534,339.9564924,54,311 ms,54
5,80,526,male,5,115,79,35,Western,1000 KB,22,3315.788674,132631.5469,419.0808777,40,139 ms,75
3,75,560,female,1,83,71,8,Eastern,200 KB,25,3443.858387,196299.9281,366.1306865,57,30 ms,74
4,74,528,male,1,98,89,24,Western,16100 KB,22,3419.187252,215408.7968,487.4132344,63,61 ms,73
3,87,507,male,0,105,51,18,Eastern,173400 KB,23,2875.919648,146671.9021,243.5249056,51,483 ms,87
2,68,529,female,0,73,66,5,Eastern,4000 KB,24,3197.484489,172664.1624,333.3240179,54,61 ms,68
1,70,430,male,25,98,63,28,Eastern,17200 KB,21,2570.230367,92528.29322,314.4992626,36,46 ms,45
2,54,425,male,0,59,64,5,Western,48500 KB,17,2550,96900,321.6326782,38,374 ms,54
3,60,469,male,1,70,78,10,Eastern,16000 KB,21,2947.853641,168027.6575,412.2983693,57,46 ms,59
3,55,514,male,1,84,73,29,Eastern,31700 KB,25,3181.569823,127262.7929,379.6596322,40,202 ms,54
3,57,325,male,0,92,42,35,Eastern,31700 KB,17,1752.503162,35050.06325,214.8771238,20,108 ms,57
2,60,437,male,0,76,70,16,Eastern,16000 KB,17,2678.496678,152674.3107,359.7107722,57,46 ms,60
3,58,469,male,3,70,78,12,Eastern,16000 KB,21,2947.853641,168027.6575,412.2983693,57,77 ms,55
4,82,430,male,9,110,68,28,Eastern,48100 KB,19,2617.609022,104704.3609,347.4830616,40,421 ms,73
1,64,542,male,0,103,67,39,Eastern,117900 KB,21,3287.820341,118361.5323,339.9564924,36,249 ms,64
2,70,426,male,0,76,70,6,Eastern,94800 KB,16,2611.074565,54832.56587,361.711347,21,327 ms,70
2,91,519,male,1,119,67,28,Eastern,15800 KB,19,3148.30029,188898.0174,341.8710649,60,93 ms,90
3,55,476,male,1,81,70,26,Western,7800 KB,20,2917.538716,148794.4745,359.0498112,51,140 ms,54
3,57,365,male,0,92,60,35,Eastern,16000 KB,17,2156.015067,86240.6027,299.3156857,40,61 ms,57
3,79,454,male,0,96,48,17,Eastern,19700 KB,19,2535.572975,48175.88653,234.6600115,19,748 ms,79
2,76,485,male,0,101,60,25,Eastern,16000 KB,15,2864.841939,97404.62592,295.6213103,34,218 ms,76
2,51,417,male,0,65,65,14,Eastern,20500 KB,23,2511.327378,90407.78561,326.9987489,36,46 ms,51
3,81,396,male,11,106,55,25,Eastern,31700 KB,20,2289.418447,48077.78738,274.5830481,21,217 ms,70
3,85,680,male,5,100,74,15,Eastern,66000 KB,35,4222.428289,266012.9822,386.4773318,63,46 ms,80
3,63,519,female,4,88,92,25,Eastern,19700 KB,13,3385.728655,142200.6035,508.4501668,42,31 ms,59
2,77,590,male,0,87,87,10,Eastern,35500 KB,27,3801.336663,250888.2197,473.5443757,66,77 ms,77
1,58,453,male,0,100,63,42,Eastern,8000 KB,14,2707.707805,108308.3122,316.9190488,40,62 ms,58
2,89,568,male,0,103,63,14,Eastern,16300 KB,24,3395.094997,122223.4199,314.4992626,36,93 ms,89
2,54,489,male,0,65,82,11,Eastern,63300 KB,22,3108.84293,59068.01567,439.6362367,19,93 ms,54
4,53,535,male,2,88,93,35,Western,4000 KB,13,3498.449964,174922.4982,515.5221939,50,61 ms,51
3,77,530,male,1,99,73,22,Eastern,81100 KB,22,3280.607016,137785.4947,380.0574174,42,857 ms,76
3,50,492,male,0,59,70,9,Western,31600 KB,24,3015.607244,180936.4347,360.541081,60,171 ms,50
2,36,361,male,0,70,41,34,Eastern,70900 KB,10,1934.076274,32879.29665,195.0346806,17,920 ms,36
3,65,500,male,2,85,70,20,Eastern,31600 KB,20,3064.641508,128714.9434,361.0832696,42,187 ms,63
1,66,395,female,2,74,57,8,Eastern,17200 KB,20,2303.991556,78335.71289,277.6324012,34,62 ms,64
3,67,367,male,0,87,63,20,Eastern,8900 KB,17,2193.661732,87746.46928,317.7671278,40,78 ms,67
2,68,329,male,9,90,37,22,Eastern,31800 KB,15,1713.910157,29136.47267,181.5249056,17,202 ms,59
3,84,458,male,0,103,48,19,Eastern,31800 KB,23,2557.912825,51158.25651,239.3111166,20,577 ms,84
3,55,384,male,0,84,68,29,Western,31700 KB,13,2337.585731,84153.08632,346.3298602,36,186 ms,55
3,52,432,male,1,70,75,18,Western,16800 KB,16,2690.849674,107633.987,392.6333688,40,280 ms,51
3,59,461,male,3,98,64,39,Western,33700 KB,16,2766,141066,320.1804545,51,92 ms,56
2,74,473,male,0,90,79,16,Eastern,16700 KB,19,2981.688294,125230.9083,419.4466845,42,62 ms,74
3,49,417,male,2,92,74,43,Western,31700 KB,13,2589.342053,98394.99803,385.6555921,38,156 ms,47
4,65,405,male,0,89,57,24,Eastern,4400 KB,18,2362.320456,42521.7682,279.1883364,18,140 ms,65
3,58,544,male,0,65,74,7,Eastern,16700 KB,22,3377.942631,256723.6399,385.6555921,76,93 ms,58
2,39,434,male,0,62,76,23,Eastern,20800 KB,19,2711.600541,170830.8341,399.4510684,63,561 ms,39
2,66,479,male,0,80,67,14,Eastern,16600 KB,26,2905.656722,110414.9554,340.3026944,38,93 ms,66
2,49,631,male,0,72,79,23,Eastern,31400 KB,14,3977.685652,167062.7974,419.2271063,42,93 ms,49
3,62,407,male,0,83,40,21,Eastern,128500 KB,22,2166.024735,41154.46996,201.4212455,19,951 ms,62
2,41,438,male,0,67,63,26,Eastern,100700 KB,20,2618.048606,49742.92352,315.5176503,19,311 ms,41
1,38,320,male,0,60,44,22,Western,600 KB,15,1747.018118,33193.34424,214.9310205,19,155 ms,38
1,38,320,male,0,60,44,22,Western,700 KB,15,1747.018118,33193.34424,214.9310205,19,187 ms,38
2,62,499,male,0,70,79,8,Western,141800 KB,23,3145.586593,119532.2905,419.0078103,38,763 ms,62
1,39,446,male,0,57,67,18,Eastern,1000 KB,24,2705.475779,205616.1592,340.7366244,76,31 ms,39
1,56,450,female,0,77,50,21,Eastern,15800 KB,12,2539.735285,48254.97042,242.4407955,19,62 ms,56
3,48,421,male,0,79,47,31,Eastern,236000 KB,21,2338.481907,46769.63813,232.5286082,20,685 ms,48
3,54,487,male,0,72,72,18,Western,31500 KB,21,3004.753476,162256.6877,372.2346001,54,46 ms,54
4,61,566,male,20,97,64,36,Western,15900 KB,28,3396,322620,322.2270913,95,78 ms,41
1,56,439,male,0,87,47,31,Western,31700 KB,15,2438.464506,48769.29012,232.5286082,20,311 ms,56
3,65,424,male,0,82,70,17,Western,47300 KB,20,2598.815999,93557.37597,359.0910367,36,93 ms,65
5,52,456,male,0,77,88,25,Western,8000 KB,13,2945.500818,129602.036,480.4299824,44,62 ms,52
3,77,555,male,0,92,86,15,Western,15900 KB,23,3566.576939,213994.6163,466.9609738,60,77 ms,77
2,53,553,male,0,76,81,23,Western,125400 KB,22,3505.937052,140237.4821,432.536756,40,249 ms,53
1,49,516,male,0,58,68,9,Western,39500 KB,15,3141.130826,160197.6721,345.9899115,51,155 ms,49
2,75,600,female,0,82,72,7,Western,900 KB,32,3701.955001,281348.5801,372.3949821,76,62 ms,75
1,63,491,female,9,81,73,18,Western,9500 KB,20,3039.203858,191469.8431,380.0574174,63,46 ms,54
5,46,622,male,0,88,104,42,Western,37000 KB,18,4167.673505,175042.2872,595.637503,42,155 ms,46
5,0,412,male,0,66,70,66,Western,17200 KB,0,2525.264603,143940.0824,359.4212455,57,46 ms,0
4,64,397,male,0,81,57,17,Western,102600 KB,17,2315.657336,41681.83204,278.3559659,18,483 ms,64
4,48,442,male,0,69,87,21,Western,16700 KB,16,2847.781025,68346.7446,474.2088866,24,218 ms,48
1,58,523,male,0,76,62,18,Western,17200 KB,20,3114.04467,158816.2782,307.9068682,51,46 ms,58
4,69,552,male,2,104,81,35,Western,8100 KB,23,3499.597202,146983.0825,432.75063,42,78 ms,67
1,67,433,male,1,78,69,11,Western,900 KB,18,2644.99109,150764.4921,353.3374044,57,46 ms,66
3,61,541,male,0,73,74,12,Western,16000 KB,21,3359.314271,201558.8562,386.1246381,60,61 ms,61
3,62,525,male,0,85,82,23,Western,3600 KB,17,3337.714802,210276.0326,439.460071,63,46 ms,62
4,67,560,male,3,104,80,37,Western,16000 KB,23,3540.279733,155772.3083,426.3322913,44,639 ms,64
3,84,384,male,0,92,56,8,Western,4100 KB,23,2230.02429,40140.43722,273.4603973,18,62 ms,84
2,70,481,male,0,83,75,13,Western,4100 KB,21,2996.06179,161787.3367,392.17102,54,46 ms,70
2,53,515,male,0,81,74,28,Western,35200 KB,13,3197.868483,182278.5035,385.5385456,57,217 ms,53
4,65,543,male,0,103,80,38,Western,4200 KB,18,3432.806956,130446.6643,425.8985773,38,202 ms,65
4,70,565,male,2,105,87,35,Western,8000 KB,23,3640.263075,152891.0492,473.5443757,42,77 ms,68
1,41,498,male,0,59,74,18,Western,15800 KB,16,3092.307776,166984.6199,385.5385456,54,140 ms,41
2,49,470,male,0,101,96,52,Western,32000 KB,12,3094.932375,129987.1598,537.2412569,42,312 ms,49
6,78,551,male,0,107,80,29,Western,8200 KB,21,3483.38238,146302.06,426.079159,42,46 ms,78
1,80,451,male,0,96,65,16,Western,15900 KB,20,2716.087884,146668.7457,327.3557123,54,62 ms,80
1,69,429,male,1,82,60,13,Western,21400 KB,18,2534.056066,96294.13049,297.5287411,38,78 ms,68
4,62,0,male,0,110,0,48,Western,15800 KB,17,0,0,0,0,311 ms,62
1,63,460,male,0,68,73,5,Western,33500 KB,15,2847.319297,102503.4947,378.8670746,36,234 ms,63
3,41,484,male,0,78,79,37,Western,31700 KB,13,3051.029882,109837.0758,419.4466845,36,62 ms,41
3,62,459,male,0,95,68,33,Western,16100 KB,18,2794.145444,159266.2903,346.6279634,57,61 ms,62
1,39,497,male,0,79,81,40,Western,4200 KB,14,3150.905451,198507.0434,432.75063,63,46 ms,39
3,60,513,male,19,104,64,44,Western,16200 KB,12,3078,116964,321.6326782,38,93 ms,41
1,85,486,male,0,95,69,10,Western,15900 KB,22,2968.742886,100937.2581,352.4986422,34,62 ms,85
2,44,529,male,2,60,98,16,Western,31600 KB,19,3499.181508,230945.9795,550.7131734,66,483 ms,42
4,54,472,male,0,80,65,26,Western,4000 KB,21,2842.557608,204664.1478,327.3557123,72,280 ms,54
2,106,518,male,0,122,78,16,Western,4400 KB,21,3255.838349,185582.7859,412.2613731,57,78 ms,106
1,56,477,male,0,84,88,28,Western,15700 KB,13,3081.148882,129408.253,480.5611817,42,46 ms,56
6,69,605,male,0,95,94,26,Western,16600 KB,24,3965.526255,273621.3116,522.1313521,69,109 ms,69
2,50,483,male,0,63,72,13,Western,202300 KB,17,2980.073776,187744.6479,374.2108333,63,904 ms,50
1,61,460,male,0,78,67,17,Western,6400 KB,17,2790.401028,159052.8586,340.3026944,57,46 ms,61
1,61,460,male,0,78,67,17,Western,6400 KB,17,2790.401028,159052.8586,340.3026944,57,46 ms,61
4,69,498,male,0,91,79,22,Western,15800 KB,21,3139.282813,188356.9688,419.0078103,60,46 ms,69
3,58,523,male,2,91,65,33,Western,8100 KB,14,3149.698366,119688.5379,327.8032081,38,124 ms,56
2,73,545,male,1,98,54,25,Western,219600 KB,14,3136.413689,59591.86008,263.4212455,19,296 ms,72
2,84,486,female,0,100,52,16,Western,15900 KB,27,2770.413703,44326.61925,247.1756287,16,46 ms,84
2,81,596,male,13,108,74,27,Western,16900 KB,28,3700.834206,281263.3996,385.6555921,76,61 ms,68
2,69,508,male,0,82,81,13,Western,15900 KB,20,3220.643801,202900.5595,432.6080183,63,77 ms,69
3,64,486,male,0,83,67,19,Western,4000 KB,13,2948.119347,117924.7739,341.2590864,40,62 ms,64
3,59,499,male,0,92,76,33,Western,4000 KB,21,3117.715829,177709.8023,398.8804611,57,888 ms,59
1,48,726,male,0,78,88,30,Western,17100 KB,20,4689.547355,356405.599,481.2514689,76,46 ms,48
4,68,530,male,0,83,91,15,Western,68000 KB,19,3449.131159,227642.6565,501.2806672,66,311 ms,68
2,66,551,male,0,86,74,20,Western,17200 KB,23,3421.408804,205284.5283,385.8508604,60,62 ms,66
2,55,453,male,0,71,80,16,Western,700 KB,15,2863.833427,171830.0056,425.7542476,60,46 ms,55
2,72,411,male,0,78,42,6,Western,4200 KB,22,2216.242461,39892.36429,204.359415,18,46 ms,72
3,84,510,male,1,108,65,24,Western,15900 KB,26,3071.407585,122856.3034,329.6987322,40,124 ms,83
3,68,571,male,3,99,71,31,Western,35000 KB,26,3511.505605,133437.213,366.1306865,38,467 ms,65
3,51,486,male,0,74,59,23,Western,31400 KB,19,2858.964522,120076.5099,295.9642001,42,436 ms,51
1,53,476,male,0,73,77,20,Western,900 KB,12,2982.990393,131251.5773,406.6799972,44,46 ms,53
2,63,463,male,0,87,69,24,Western,5000 KB,19,2828.246823,161210.0689,353.0013311,57,31 ms,63
2,43,422,male,0,75,68,32,Western,16900 KB,11,2568.909319,113032.01,350.2540912,44,46 ms,43
3,70,569,male,1,79,82,9,Western,16000 KB,22,3617.447091,206194.4842,439.460071,57,46 ms,69
4,66,465,male,0,85,79,19,Western,103100 KB,17,2931.258048,111387.8058,419.0078103,38,685 ms,66
3,63,543,male,10,114,81,51,Western,79900 KB,19,3442.538552,216879.9287,432.6080183,63,389 ms,53
2,60,468,male,0,87,73,27,Western,47500 KB,18,2896.837894,115873.5157,379.3421297,40,295 ms,60
10,59,751,male,0,91,119,32,Western,15800 KB,26,5178.00814,341748.5373,706.6329384,66,93 ms,59
3,62,419,female,0,74,77,12,Western,800 KB,17,2625.783561,110282.9095,406.0022373,42,61 ms,62
4,67,383,male,0,97,51,30,Western,31600 KB,15,2172.538906,45623.31703,257.3293845,21,77 ms,67
1,74,486,female,2,83,68,9,Western,700 KB,22,2958.506941,168634.8956,347.0121354,57,77 ms,72
5,54,513,male,3,98,84,44,Western,31500 KB,15,3279.258838,131170.3535,453.092115,40,108 ms,51
3,57,622,male,0,71,101,14,Western,4200 KB,24,4141.407542,273332.8978,572.689722,66,93 ms,57
4,74,540,male,0,104,77,30,Western,15900 KB,20,3384.064732,203043.8839,405.6268983,60,62 ms,74
1,73,588,male,0,89,69,16,Western,4000 KB,18,3591.812381,143672.4952,354.26557,40,62 ms,73
2,44,489,male,0,83,73,39,Western,19400 KB,15,3026.824209,121072.9684,379.3421297,40,77 ms,44
2,93,547,male,0,110,96,17,Western,15700 KB,17,3601.974488,151282.9285,536.9091685,42,155 ms,93
1,63,427,male,0,84,68,21,Western,63500 KB,10,2599.346633,93576.4788,346.3298602,36,124 ms,63
4,67,388,male,0,99,51,32,Western,31600 KB,15,2200.901033,46218.92169,257.3293845,21,93 ms,67
3,66,407,male,0,81,48,15,Western,800 KB,22,2273.079738,50007.75423,251.8882768,22,62 ms,66
4,67,388,male,0,99,50,32,Western,31600 KB,15,2189.816202,45986.14023,250.4773318,21,78 ms,67
2,44,489,male,0,87,73,43,Western,15800 KB,15,3026.824209,121072.9684,379.3421297,40,78 ms,44
2,67,481,male,0,101,67,34,Western,15800 KB,18,2917.788901,110875.9782,340.3026944,38,171 ms,67
1,63,457,male,0,104,81,41,Western,3900 KB,16,2897.311451,127481.7039,432.9647657,44,77 ms,63
2,66,546,male,0,96,79,30,Western,15600 KB,19,3441.864289,185860.6716,419.4466845,54,78 ms,66
2,73,438,male,0,97,77,24,Western,35400 KB,19,2744.852505,104304.3952,405.551932,38,78 ms,73
2,68,515,male,1,92,81,24,Western,4100 KB,21,3265.022751,186106.2968,432.75063,57,171 ms,67
2,50,500,male,0,80,86,30,Western,3900 KB,19,3213.132377,141377.8246,466.7930215,44,46 ms,50
1,49,581,male,1,98,75,49,Western,45400 KB,10,3618.943659,159233.521,393.7950768,44,46 ms,48
1,49,444,male,0,58,67,9,Western,900 KB,21,2693.343601,153520.5852,340.7366244,57,124 ms,49
2,49,508,male,0,80,85,31,Western,3900 KB,19,3255.970596,143262.7062,459.8746234,44,61 ms,49
2,69,551,male,28,112,98,43,Western,15700 KB,17,3644.705124,153077.6152,551.3041687,42,171 ms,41
3,84,508,male,0,94,57,10,Western,48500 KB,20,2963.108127,100745.6763,277.6324012,34,280 ms,84
3,65,667,male,1,117,94,52,Western,36200 KB,16,4371.910764,262314.6458,523.6410489,60,62 ms,64
5,32,457,male,0,81,59,49,Western,8100 KB,18,2688.367874,118288.1864,300.4363582,44,202 ms,32
2,67,561,male,0,81,86,14,Western,4200 KB,23,3605.134527,259569.686,467.4994455,72,62 ms,67
6,67,616,male,6,110,90,43,Western,16000 KB,28,3998.981507,287926.6685,494.5555318,72,109 ms,61
5,79,595,male,0,103,79,24,Western,16900 KB,29,3750.749545,236297.2213,419.4466845,63,202 ms,79
4,48,541,male,0,100,94,52,Western,15900 KB,11,3546.032569,141841.3028,523.6410489,40,77 ms,48
3,54,571,male,0,85,80,31,Western,32000 KB,12,3609.820942,158832.1215,426.6582949,44,62 ms,54
1,43,446,male,1,85,70,42,Western,4100 KB,11,2733.660226,114813.7295,361.711347,42,62 ms,42
2,54,534,male,0,97,86,43,Western,4100 KB,17,3431.625379,205897.5227,466.9609738,60,61 ms,54
1,53,495,male,0,59,81,6,Western,17200 KB,20,3138.225751,119252.5786,432.6080183,38,46 ms,53
5,92,572,male,0,109,84,17,Western,15800 KB,29,3656.405566,230353.5506,452.9546635,63,124 ms,92
3,74,511,female,2,88,67,14,Western,900 KB,23,3099.771576,176686.9799,340.3026944,57,46 ms,72
1,69,474,male,0,104,75,35,Western,33000 KB,15,2952.460059,118098.4024,392.6333688,40,46 ms,69
4,83,521,male,0,100,90,17,Western,8100 KB,19,3382.255463,213082.0942,494.3950605,63,78 ms,83
3,59,522,male,0,89,45,30,Western,900 KB,15,2866.747316,54468.19901,221.6404615,19,62 ms,59
4,79,501,male,0,93,72,14,Western,200 KB,22,3091.132426,176194.5483,372.3949821,57,31 ms,79
4,84,663,male,3,123,79,39,Western,114600 KB,15,4179.406636,167176.2654,419.0078103,40,93 ms,81
2,83,581,male,0,120,87,37,Western,4000 KB,25,3743.350171,329414.8151,473.5443757,88,343 ms,83
2,64,628,male,0,92,83,28,Western,15800 KB,23,4003.524763,288253.7829,447.1829761,72,93 ms,64
2,76,565,male,0,94,84,18,Western,31600 KB,22,3611.659344,227534.5387,452.9546635,63,218 ms,76
3,78,621,male,0,110,75,32,Western,52600 KB,24,3868.096407,162460.0491,393.3293845,42,639 ms,78
3,55,643,male,0,102,96,47,Western,15800 KB,20,4234.130888,266750.2459,537.2412569,63,374 ms,55
1,73,506,male,0,85,71,12,Western,101700 KB,25,3111.772042,186706.3225,366.4572094,60,124 ms,73
7,84,517,female,8,115,85,31,Western,4000 KB,21,3313.655114,159055.4455,461.2380824,48,46 ms,76
2,2,675,male,0,102,100,100,Western,16200 KB,2,4484.602928,233199.3523,564.6454601,52,46 ms,2
2,62,509,male,0,82,55,20,Western,1100 KB,21,2942.712094,105937.6354,267.8084246,36,46 ms,62
5,47,387,male,0,96,48,49,Western,32300 KB,22,2161.380488,41066.22927,232.6405265,19,109 ms,47
4,61,549,female,0,100,55,39,Western,700 KB,11,3173.966483,146002.4582,282.613175,46,61 ms,61
3,51,550,male,0,91,93,40,Western,700 KB,11,3596.537346,82720.35896,515.149526,23,62 ms,51
4,73,508,male,0,114,78,41,Western,19700 KB,12,3192.984327,127719.3731,412.4094067,40,108 ms,73
5,62,590,male,0,104,85,42,Western,15800 KB,15,3781.540652,181513.9513,461.2380824,48,46 ms,62
4,64,562,male,12,114,92,50,Western,4200 KB,13,3666.241819,91656.04548,508.6701412,25,46 ms,52
4,0,464,male,0,65,73,65,Western,800 KB,0,2872.078595,172324.7157,379.3421297,60,389 ms,0
1,74,495,male,0,89,82,15,Western,4200 KB,12,3146.988242,138467.4827,439.6362367,44,78 ms,74
3,81,432,female,0,132,41,51,Western,9100 KB,18,2314.462466,41660.32439,200.7497745,18,46 ms,81
1,85,564,male,0,100,69,15,Western,51900 KB,22,3445.207794,196376.8442,353.3374044,57,202 ms,85
3,68,461,male,0,96,73,28,Western,16100 KB,11,2853.509122,125554.4014,381.7393272,44,436 ms,68
8,117,708,male,1,138,88,21,Western,400 KB,27,4573.277586,192077.6586,480.4627738,42,31 ms,116
2,55,522,male,0,86,61,31,Western,160600 KB,25,3095.84489,58821.05291,303.4631705,19,342 ms,55
4,80,702,male,1,112,86,32,Western,4000 KB,35,4511.237858,433078.8343,467.4994455,96,343 ms,79
6,66,566,male,3,106,81,40,Western,8100 KB,19,3588.355102,165064.3347,433.6087556,46,78 ms,63
3,52,492,male,2,101,69,49,Western,97100 KB,13,3005.394033,114204.9732,353.3374044,38,436 ms,50
3,56,677,male,0,99,84,43,Western,16800 KB,15,4327.598895,298604.3238,453.8154506,69,187 ms,56
1,71,618,male,0,97,88,26,Western,27500 KB,20,3991.92874,251491.5106,480.4627738,63,61 ms,71
