time(ms),time,memory(KB),memory,country,continent,program_vocabulary,program_length,calculated_estimated_program_length,volume,difficulty,effort,loc,slocP,lsloc,comments,blankLine,cyclomatic_complexity,numberOfFunction,gender
62 ms,62,17600 KB,17600,China,Asia,68,391,347.4830616,2380.197971,22.14285714,52704.38364,43,35,35,8,0,19,1,male
561 ms,561,24500 KB,24500,China,Asia,70,407,359.0910367,2494.618188,54.52941176,136030.0624,48,44,44,4,0,14,2,male
420 ms,420,25000 KB,25000,India,Asia,38,250,188.1173001,1311.981878,18,23615.67381,67,56,50,11,6,12,2,male
374 ms,374,15300 KB,15300,Bangladesh,Asia,57,244,277.6324012,1423.225163,26.25,37359.66054,44,39,37,5,2,10,2,male
577 ms,577,17600 KB,17600,India,Asia,50,286,235.9518742,1614.14287,33.97058824,54833.3828,98,80,72,18,8,12,2,male
93 ms,93,15300 KB,15300,Iran,Asia,64,252,321.1317371,1512,33.57407407,50764,40,31,30,9,1,10,2,male
108 ms,108,15700 KB,15700,Brazil,South America,63,302,314.1308434,1805.138537,29.375,53025.94452,68,40,20,28,20,11,2,male
93 ms,93,11800 KB,11800,China,Asia,68,475,345.9899115,2891.54485,71.59090909,207008.3245,50,45,45,5,0,18,2,male
561 ms,561,25400 KB,25400,Azerbaijan,AsiaEurope,58,361,282.2114327,2114.731139,43.07692308,91096.11061,40,36,36,4,0,19,2,male
560 ms,560,19600 KB,19600,India,Asia,46,255,213.3029689,1408.508299,29.71428571,41852.81802,88,65,46,23,19,10,2,male
78 ms,78,19700 KB,19700,India,Asia,46,250,217.5786534,1380.890489,23.86363636,32953.06849,43,39,38,4,1,13,2,male
109 ms,109,16600 KB,16600,China,Asia,73,432,380.0574174,2674.004209,32.8452381,87828.30493,44,36,35,8,1,18,1,male
93 ms,93,10800 KB,10800,China,Asia,70,475,359.0498112,2911.409433,48.5,141203.3575,30,23,21,7,2,15,1,male
93 ms,93,16500 KB,16500,China,Asia,73,432,380.0574174,2674.004209,32.8452381,87828.30493,45,36,34,9,2,18,1,female
124 ms,124,15300 KB,15300,Romania,Europe,61,263,302.7888745,1559.78392,35.45833333,55307.33816,35,30,27,5,3,10,2,male
78 ms,78,11300 KB,11300,China,Asia,67,371,339.5249056,2250.51909,37.734375,84921.93127,61,48,44,13,4,18,2,male
109 ms,109,17200 KB,17200,India,Asia,47,244,222.5444556,1355.31968,35,47436.18879,47,41,37,6,4,11,3,male
92 ms,92,19700 KB,19700,India,Asia,51,271,243.5249056,1537.227268,25.15625,38670.87345,48,41,38,7,3,14,3,male
405 ms,405,9800 KB,9800,Jordan,Asia,54,299,259.4122985,1720.711363,37.4,64354.60498,53,35,26,18,9,13,2,male
124 ms,124,16700 KB,16700,Austria,Europe,71,330,365.8862514,2029.416549,38.57575758,78286.28083,62,52,47,10,5,15,2,male
560 ms,560,18600 KB,18600,Ukraine,Europe,60,288,295.6213103,1701.184492,32.2,54778.14063,62,45,35,17,10,12,2,male
296 ms,296,22600 KB,22600,India,Asia,48,290,226.2767055,1619.639125,26.71428571,43267.50234,65,53,46,12,7,14,3,male
109 ms,109,16900 KB,16900,India,Asia,87,455,474.942584,2931.539291,48.84,143176.379,53,50,50,3,0,20,6,male
124 ms,124,18200 KB,18200,India,Asia,48,265,226.2767055,1480.015063,30.35714286,44929.02869,57,50,50,7,0,13,2,male
389 ms,389,18200 KB,18200,India,Asia,53,289,255.6041684,1655.369011,31.76470588,52582.30977,67,63,63,4,0,13,2,male
389 ms,389,18200 KB,18200,Kazakhstan,AsiaEurope,62,269,307.9068682,1601.678807,33.05555556,52944.3828,43,27,22,16,5,10,2,male
468 ms,468,18500 KB,18500,India,Asia,56,257,271.7635715,1492.490215,27.5,41043.48091,51,48,48,3,0,13,2,male
577 ms,577,17600 KB,17600,India,Asia,56,257,271.7635715,1492.490215,27.5,41043.48091,51,48,48,3,0,13,2,male
483 ms,483,10800 KB,10800,Unknown,Unknown,58,370,283.5668306,2167.452968,36.52173913,79159.15188,66,61,61,5,0,22,2,male
202 ms,202,26500 KB,26500,Iran,Asia,66,308,332.9737366,1861.673389,37.1875,69230.97914,47,33,28,14,5,15,2,male
124 ms,124,22100 KB,22100,India,Asia,60,303,300.3702549,1789.78785,30.21052632,54070.43296,53,44,40,9,4,10,2,male
499 ms,499,19600 KB,19600,Hong Kong,Asia,54,250,258.1074956,1438.721876,25.45454545,36622.01138,42,37,36,5,1,11,2,male
109 ms,109,19600 KB,19600,Indonesia,Asia,61,301,302.7888745,1785.151939,39.3125,70178.78559,49,42,39,7,3,11,2,male
124 ms,124,17200 KB,17200,Vietnam,Asia,52,268,250.1173001,1527.717844,40.5,61872.5727,47,38,33,9,5,12,3,male
124 ms,124,18200 KB,18200,India,Asia,58,270,283.5668306,1581.654869,36.52173913,57764.78651,54,41,35,13,6,11,2,male
77 ms,77,21500 KB,21500,China,Asia,71,495,365.6422056,3044.124824,42.77777778,130220.8953,38,34,34,4,0,26,2,male
561 ms,561,18600 KB,18600,India,Asia,64,337,320.4063545,2022,53.10344828,107375.1724,59,55,53,4,2,15,2,male
93 ms,93,11800 KB,11800,China,Asia,88,469,480.7253082,3029.473429,36.63829787,110994.7499,43,32,32,11,0,13,2,female
124 ms,124,20800 KB,20800,Unknown,Unknown,59,310,293.5877466,1823.619345,30.52631579,55668.38001,68,47,38,21,9,12,3,male
592 ms,592,25500 KB,25500,Kazakhstan,AsiaEurope,56,307,272.5558619,1782.857961,41.4,73810.31959,51,46,46,5,0,10,2,female
77 ms,77,12700 KB,12700,India,Asia,66,336,334.0271833,2030.916424,37.32142857,75796.70226,57,50,49,7,1,16,1,male
78 ms,78,6000 KB,6000,South Korea,Asia,42,315,193.2192809,1698.579988,16,27177.27981,84,79,79,5,0,20,1,male
124 ms,124,19100 KB,19100,Serbia,Europe,51,296,241.523656,1679.037901,33.91666667,56947.36882,74,55,38,19,17,12,3,male
78 ms,78,50900 KB,50900,China,Asia,74,436,386.1246381,2707.321667,49.07575758,132863.8618,45,0,0,45,0,0,3,male
78 ms,78,50900 KB,50900,China,Asia,74,436,386.1246381,2707.321667,49.07575758,132863.8618,45,0,0,45,0,0,3,male
109 ms,109,21800 KB,21800,Bangladesh,Asia,56,271,273.4603973,1573.793184,27.26315789,42906.57207,62,43,32,19,11,13,2,male
373 ms,373,19200 KB,19200,Bangladesh,Asia,52,255,248.0323866,1453.612128,29.27777778,42558.53286,49,41,37,8,4,11,2,male
546 ms,546,24500 KB,24500,China,Asia,65,406,326.9987489,2445.081332,48.4137931,118375.6617,45,35,35,10,0,18,3,male
576 ms,576,17600 KB,17600,India,Asia,67,295,339.6973857,1789.496311,34.25806452,61304.68008,44,39,38,5,1,12,3,male
405 ms,405,25500 KB,25500,China,Asia,62,400,309.4603455,2381.678524,62.54166667,148954.1444,67,61,61,6,0,17,2,female
78 ms,78,20600 KB,20600,China,Asia,80,405,425.7903187,2560.380878,42.57692308,109013.1397,53,38,35,15,3,18,2,female
545 ms,545,16700 KB,16700,Unknown,Unknown,57,247,277.6324012,1440.723833,29.43181818,42403.12192,47,42,42,5,0,11,2,male
545 ms,545,15600 KB,15600,China,Asia,54,342,260.2355283,1968.171526,41.44736842,81575.53034,86,72,69,14,3,20,2,male
124 ms,124,19200 KB,19200,India,Asia,45,254,214.6466251,1394.930686,20,27898.61373,54,40,35,14,5,10,2,male
124 ms,124,20800 KB,20800,Vietnam,Asia,53,284,256.7497745,1626.729409,45.09375,73355.32929,50,38,32,12,6,12,3,male
405 ms,405,15300 KB,15300,India,Asia,52,278,257.71338,1584.722242,31.68181818,50206.88193,53,37,31,16,6,11,2,male
546 ms,546,18600 KB,18600,China,Asia,55,250,265.2124025,1445.339928,28.33333333,40951.29797,48,38,34,10,4,13,2,female
421 ms,421,25600 KB,25600,India,Asia,68,356,345.9899115,2167.136771,34.46969697,74700.5478,51,45,45,6,0,13,2,male
124 ms,124,6400 KB,6400,India,Asia,65,340,328.3421192,2047.605056,40.5,82928.00479,65,48,42,17,6,11,2,male
577 ms,577,15700 KB,15700,India,Asia,57,279,280.1318683,1627.376314,30,48821.28942,58,43,40,15,3,10,2,male
109 ms,109,23100 KB,23100,India,Asia,63,322,317.7671278,1924.684135,45.65909091,87879.32791,50,42,39,8,3,12,2,male
592 ms,592,25500 KB,25500,Unknown,Unknown,40,279,197.504662,1484.817938,18.5,27469.13186,68,52,44,16,8,12,3,male
93 ms,93,15400 KB,15400,Iran,Asia,54,332,258.7036718,1910.622651,33.78571429,64551.75098,38,27,22,11,5,18,3,male
77 ms,77,22100 KB,22100,Mexico,North America,45,310,214.6466251,1702.47446,38,64694.02947,47,38,37,9,1,17,3,male
327 ms,327,19700 KB,19700,Unknown,Unknown,58,295,284.2247957,1728.104394,31.90909091,55142.24019,63,50,50,13,0,13,2,male
124 ms,124,18200 KB,18200,India,Asia,57,309,279.1883364,1802.363014,37,66687.43153,63,57,57,6,0,14,3,male
280 ms,280,17700 KB,17700,Unknown,Unknown,58,295,284.2247957,1728.104394,31.90909091,55142.24019,63,50,50,13,0,13,2,male
77 ms,77,20600 KB,20600,China,Asia,79,404,419.0808777,2546.727422,44.23684211,112659.1789,56,42,39,14,3,18,2,female
108 ms,108,18200 KB,18200,India,Asia,55,263,266.8279228,1520.497605,30.31578947,46095.08528,71,47,36,24,11,13,2,male
577 ms,577,16700 KB,16700,India,Asia,52,254,249.0117739,1447.911688,26.76470588,38752.93048,57,50,49,7,1,11,3,male
124 ms,124,18100 KB,18100,India,Asia,56,290,273.4603973,1684.132927,30.18421053,50834.22283,66,60,60,6,0,15,2,male
530 ms,530,31000 KB,31000,India,Asia,32,241,149.2067179,1205,15,18075,74,67,66,7,1,11,2,male
358 ms,358,15800 KB,15800,Unknown,Unknown,59,299,290.159225,1758.910272,30.52173913,53685.00047,63,50,50,13,0,13,2,male
577 ms,577,16600 KB,16600,India,Asia,72,344,373.2397178,2122.4542,42.32258065,89827.73907,57,51,49,6,2,16,2,male
124 ms,124,17700 KB,17700,India,Asia,53,252,256.7497745,1443.435955,27.75,40055.34774,58,54,54,4,0,13,2,male
389 ms,389,15300 KB,15300,Ukraine,Europe,56,291,273.4603973,1689.940282,44.78947368,75691.5358,57,43,38,14,5,14,2,male
467 ms,467,22700 KB,22700,Taiwan,Asia,58,369,284.9884404,2161.594987,38.76190476,83787.53903,52,49,48,3,1,16,1,female
576 ms,576,17600 KB,17600,China,Asia,70,407,359.2147805,2494.618188,49.33333333,123067.8306,76,51,35,25,16,18,2,male
186 ms,186,16700 KB,16700,Unknown,Unknown,62,315,310.9846194,1875.571838,36.36363636,68202.61228,45,33,26,12,7,10,3,male
358 ms,358,15800 KB,15800,Unknown,Unknown,60,305,296.7916995,1801.601632,31.36956522,56515.45988,63,50,50,13,0,13,2,male
576 ms,576,18600 KB,18600,India,Asia,53,277,254.5835556,1586.633966,28.19444444,44734.26321,59,54,53,5,1,14,3,male
561 ms,561,19600 KB,19600,Bangladesh,Asia,46,257,215.9932866,1419.555423,32.58333333,46253.84752,51,42,38,9,4,13,2,male
124 ms,124,26700 KB,26700,Unknown,Unknown,53,311,255.6041684,1781.383261,30.70588235,54698.94485,66,48,45,18,3,12,3,female
560 ms,560,15700 KB,15700,India,Asia,57,266,277.6324012,1551.548744,34.20454545,53070.01953,47,42,42,5,0,10,2,male
109 ms,109,21800 KB,21800,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
405 ms,405,30900 KB,30900,India,Asia,39,275,194.7497745,1453.48561,18.5,26889.48379,78,64,61,14,3,12,3,male
296 ms,296,10800 KB,10800,China,Asia,75,435,392.4020294,2709.53613,46.28571429,125412.8152,51,40,36,11,4,24,2,male
93 ms,93,10800 KB,10800,South Korea,Asia,70,423,359.4212455,2592.686716,42.52631579,110257.414,62,56,56,6,0,21,4,male
139 ms,139,17600 KB,17600,Peru,South America,67,338,340.3026944,2050.338146,47.82758621,98062.72445,76,57,41,19,16,15,3,male
342 ms,342,10800 KB,10800,China,Asia,75,435,392.4020294,2709.53613,46.28571429,125412.8152,51,40,36,11,4,24,2,male
342 ms,342,10800 KB,10800,China,Asia,75,435,392.4020294,2709.53613,46.28571429,125412.8152,52,40,35,12,5,24,2,male
124 ms,124,18600 KB,18600,Kenya,Africa,62,334,310.1726115,1988.701568,54.26086957,107908.6764,68,60,59,8,1,14,2,male
124 ms,124,15300 KB,15300,India,Asia,61,319,306.0981941,1891.905211,46.125,87264.12784,63,57,54,6,3,13,2,male
561 ms,561,17600 KB,17600,India,Asia,51,257,241.523656,1457.813313,24.75,36080.87949,58,54,52,4,2,14,3,male
108 ms,108,11700 KB,11700,China,Asia,63,443,314.4992626,2647.935006,42,111213.2703,67,61,61,6,0,25,2,female
483 ms,483,16600 KB,16600,India,Asia,63,312,314.9612072,1864.911336,38.42307692,71655.63172,62,51,51,11,0,13,2,male
124 ms,124,17200 KB,17200,India,Asia,47,269,227.9505705,1494.184401,21.11111111,31543.89291,57,45,41,12,4,11,2,male
327 ms,327,23500 KB,23500,China,Asia,49,322,229.4868683,1807.93657,27.29411765,49346.03343,76,61,61,15,0,14,3,female
561 ms,561,19600 KB,19600,India,Asia,53,282,253.6843594,1615.273568,30.42105263,49138.32223,57,52,52,5,0,12,2,male
514 ms,514,31200 KB,31200,Ukraine,Europe,38,278,188.1173001,1458.923849,18,26260.62928,59,46,41,13,5,16,2,male
139 ms,139,14600 KB,14600,China,Asia,65,444,326.7316235,2673.931309,30.91666667,82669.04297,48,44,44,4,0,30,5,male
530 ms,530,18600 KB,18600,India,Asia,46,334,215.9932866,1844.869693,19.83333333,36589.91558,91,85,85,6,0,14,1,male
109 ms,109,19200 KB,19200,India,Asia,56,325,272.5558619,1887.39035,27.9,52658.19076,71,44,35,27,9,13,2,male
93 ms,93,19200 KB,19200,India,Asia,53,293,254.5835556,1678.280693,30.13888889,50581.51534,54,42,39,12,3,13,2,male
561 ms,561,17600 KB,17600,India,Asia,47,241,222.5444556,1338.655913,24.79166667,33187.51118,59,46,38,13,8,12,2,male
93 ms,93,31700 KB,31700,India,Asia,60,308,295.6213103,1819.322303,41.3,75138.01113,79,66,64,13,2,10,2,male
93 ms,93,19300 KB,19300,Vietnam,Asia,64,348,322.2270913,2088,39,81432,53,33,24,20,9,18,3,male
389 ms,389,18200 KB,18200,China,Asia,57,312,278.3559659,1819.861684,42.85714286,77994.07219,72,53,43,19,10,14,3,female
561 ms,561,17600 KB,17600,India,Asia,61,303,301.7363383,1797.013413,35.67307692,64104.99772,79,75,73,4,2,12,3,male
93 ms,93,19200 KB,19200,India,Asia,0,0,0,0,0,0,56,45,43,11,2,13,2,male
343 ms,343,41000 KB,41000,Bangladesh,Asia,41,278,208.1306865,1489.399457,19.5,29043.28942,49,43,43,6,0,14,2,male
576 ms,576,15700 KB,15700,China,Asia,47,266,221.0794529,1477.520635,32.69230769,48303.55921,57,54,53,3,1,13,2,male
498 ms,498,19300 KB,19300,Vietnam,Asia,66,353,335.7560369,2133.671124,41,87480.51609,53,32,23,21,9,18,3,male
576 ms,576,18600 KB,18600,India,Asia,72,298,372.2346001,1838.63765,28.5,52401.17304,50,47,46,3,1,13,2,male
171 ms,171,17700 KB,17700,United States,North America,54,292,260.2355283,1680.427151,27.63157895,46432.85548,64,54,48,10,6,14,3,male
93 ms,93,12000 KB,12000,China,Asia,66,431,333.6312234,2605.133865,35.72413793,93066.16154,66,61,61,5,0,21,1,male
124 ms,124,23100 KB,23100,Indonesia,Asia,45,316,214.6466251,1735.425578,28,48591.9162,52,41,37,11,4,10,2,male
109 ms,109,32800 KB,32800,India,Asia,38,266,188.1173001,1395.948719,18,25127.07693,67,64,64,3,0,9,2,male
124 ms,124,18200 KB,18200,India,Asia,57,312,279.1883364,1819.861684,45.325,82485.23085,66,57,56,9,1,12,4,male
124 ms,124,21800 KB,21800,India,Asia,57,301,279.1883364,1755.699894,45.325,79577.09771,66,56,55,10,1,12,4,male
561 ms,561,90000 KB,90000,India,Asia,0,0,0,0,0,0,80,61,50,19,11,11,3,male
108 ms,108,19200 KB,19200,India,Asia,44,264,204.5187537,1441.289947,25.5,36752.89366,67,56,49,11,7,14,3,male
93 ms,93,18700 KB,18700,Unknown,Unknown,62,333,310.1726115,1982.747371,44.93478261,89094.3221,70,47,42,23,5,13,2,male
561 ms,561,31000 KB,31000,India,Asia,32,241,149.2067179,1205,15,18075,74,67,66,7,1,11,2,female
529 ms,529,16500 KB,16500,China,Asia,73,398,379.6596322,2463.550174,67.265625,165712.2422,46,40,39,6,1,19,2,male
93 ms,93,21500 KB,21500,China,Asia,62,381,311.8982981,2268.548794,29.28571429,66436.07183,45,38,38,7,0,14,3,male
405 ms,405,19600 KB,19600,Ukraine,Europe,45,289,206.8830545,1587.145545,29.89285714,47444.31504,58,36,31,22,5,13,2,male
389 ms,389,18200 KB,18200,India,Asia,59,322,290.159225,1894.211062,32.08695652,60779.46799,68,58,54,10,4,13,3,male
124 ms,124,23100 KB,23100,India,Asia,61,306,308.3880345,1814.805625,40.61111111,73701.27289,71,47,37,24,10,11,3,male
93 ms,93,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,57,52,51,5,1,14,3,male
545 ms,545,18600 KB,18600,Bangladesh,Asia,55,281,267.8084246,1624.56208,34.94444444,56769.41933,52,43,39,9,4,11,2,male
390 ms,390,18200 KB,18200,India,Asia,53,287,254.5835556,1643.91317,28.19444444,46349.21856,58,52,50,6,2,14,3,male
187 ms,187,9400 KB,9400,Iran,Asia,71,385,365.8862514,2367.652641,66.21212121,156767.3037,58,46,43,12,3,13,1,male
389 ms,389,17200 KB,17200,India,Asia,58,328,285.8598074,1921.417766,35.15,67537.83449,86,63,49,23,14,12,3,male
140 ms,140,16200 KB,16200,Egypt,AsiaAfrica,73,346,378.8670746,2141.679297,33.40277778,71538.03764,53,41,39,12,2,13,2,male
124 ms,124,6400 KB,6400,Sweden,Europe,38,240,184.2797931,1259.502603,17.5,22041.29556,69,49,38,20,11,8,2,male
186 ms,186,15700 KB,15700,China,Asia,83,553,446.8336245,3525.396806,47.05434783,165885.2475,55,13,10,42,3,9,2,male
404 ms,404,27000 KB,27000,India,Asia,65,340,327.8032081,2047.605056,40.11111111,82131.71393,60,55,52,5,3,12,3,male
187 ms,187,15700 KB,15700,China,Asia,83,553,446.8336245,3525.396806,47.05434783,165885.2475,55,13,10,42,3,9,2,male
93 ms,93,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
156 ms,156,17700 KB,17700,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
108 ms,108,21800 KB,21800,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
108 ms,108,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
607 ms,607,19300 KB,19300,Iran,Asia,78,516,412.5946318,3243.267545,84,272434.4738,47,35,32,12,3,18,3,male
156 ms,156,17700 KB,17700,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
576 ms,576,29400 KB,29400,India,Asia,51,334,243.5249056,1894.590064,38.28125,72527.2759,85,80,77,5,3,15,2,male
108 ms,108,18200 KB,18200,Vietnam,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
93 ms,93,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
140 ms,140,17700 KB,17700,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
108 ms,108,18200 KB,18200,Unknown,Unknown,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
108 ms,108,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
93 ms,93,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
108 ms,108,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
108 ms,108,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
93 ms,93,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
93 ms,93,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
108 ms,108,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
109 ms,109,18200 KB,18200,Romania,Europe,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
109 ms,109,18200 KB,18200,Ukraine,Europe,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
109 ms,109,18200 KB,18200,Singapore,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
108 ms,108,21800 KB,21800,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
108 ms,108,21800 KB,21800,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
109 ms,109,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
93 ms,93,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
109 ms,109,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
93 ms,93,18200 KB,18200,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
108 ms,108,21800 KB,21800,India,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
109 ms,109,18200 KB,18200,Iran,Asia,53,289,254.5835556,1655.369011,28.19444444,46672.20963,62,52,46,10,6,14,3,male
62 ms,62,11600 KB,11600,China,Asia,73,450,378.8670746,2785.421051,41.83783784,116535.9943,77,0,-11,77,11,0,3,male
124 ms,124,16200 KB,16200,Unknown,Unknown,55,304,271.4804827,1757.533353,38.66666667,67957.95631,65,49,40,16,9,12,3,male
93 ms,93,18300 KB,18300,India,Asia,48,343,229.1368501,1915.642138,21,40228.48489,93,87,87,6,0,14,1,male
124 ms,124,15300 KB,15300,India,Asia,59,279,290.8572701,1641.257411,36.15909091,59346.37592,49,44,44,5,0,10,2,male
171 ms,171,18600 KB,18600,Brazil,South America,69,309,352.7497745,1887.534057,26.59375,50196.60883,59,44,36,15,8,11,3,male
390 ms,390,18500 KB,18500,India,Asia,64,415,320.7232379,2490,50.14285714,124855.7143,75,70,70,5,0,19,2,male
