time(ms),time,memory(KB),memory,country,continent,program_vocabulary,program_length,calculated_estimated_program_length,volume,difficulty,effort,loc,slocP,lsloc,comments,blankLine,cyclomatic_complexity,numberOfFunction,gender
280 ms,280,12800 KB,12800,China,Asia,92,736,508.9533246,4801.3416,82.40196078,395639.9622,111,58,48,53,10,17,3,female
124 ms,124,29400 KB,29400,India,Asia,41,442,197.7269405,2368.037986,21.6,51149.6205,115,77,76,38,1,16,2,female
592 ms,592,31200 KB,31200,Russia,AsiaEurope,80,603,426.079159,3812.122641,73.56976744,280456.9762,107,66,52,41,14,18,4,female
1887 ms,1887,88000 KB,88000,Bangladesh,Asia,66,602,336.5164318,3638.72526,63,229239.6914,117,68,36,49,32,22,3,female
140 ms,140,26000 KB,26000,India,Asia,103,703,586.2775517,4700.609871,53.71428571,252489.9016,84,58,58,26,0,26,8,female
405 ms,405,17200 KB,17200,India,Asia,73,677,378.9461511,4190.511226,42.36842105,177545.3441,170,113,91,57,22,22,4,female
607 ms,607,28400 KB,28400,Iran,Asia,55,446,266.8279228,2578.486432,61.57894737,158780.4803,90,62,53,28,9,16,1,female
1263 ms,1263,21100 KB,21100,Russia,AsiaEurope,69,552,354.26557,3371.9055,33.67857143,113560.9602,103,89,83,14,6,25,1,female
155 ms,155,17200 KB,17200,Russia,AsiaEurope,68,462,346.3298602,2812.407833,36.40322581,102380.7174,124,57,47,67,10,14,4,female
109 ms,109,20500 KB,20500,Bangladesh,Asia,102,762,579.6081201,5084.388111,84.86842105,431503.991,119,112,107,7,5,30,4,female
139 ms,139,19200 KB,19200,Unknown,Unknown,73,579,378.9461511,3583.90842,28.09210526,100679.5326,135,79,61,56,18,19,3,female
139 ms,139,160500 KB,160500,China,Asia,89,751,487.7378322,4863.275807,54.66666667,265859.0774,124,81,55,43,26,27,6,female
389 ms,389,14300 KB,14300,Kazakhstan,AsiaEurope,79,608,419.0078103,3832.698695,68.20512821,261409.7059,99,81,75,18,6,26,3,female
483 ms,483,10800 KB,10800,Romania,Europe,55,476,265.9634675,2751.927224,21,57790.4717,99,92,92,7,0,28,1,female
155 ms,155,18500 KB,18500,Japan,Asia,87,752,473.9427998,4845.093509,104.575,506675.6537,133,92,82,41,10,28,5,female
62 ms,62,11900 KB,11900,China,Asia,106,824,608.4972857,5543.806455,53.66666667,297517.6131,119,83,81,36,2,48,9,female
140 ms,140,26000 KB,26000,Russia,AsiaEurope,84,696,453.092115,4449.052926,106.3636364,473217.4476,126,80,53,46,27,21,5,female
108 ms,108,13800 KB,13800,China,Asia,79,753,420.1071259,4746.746903,76.76470588,364382.6299,124,78,72,46,6,25,1,female
77 ms,77,47000 KB,47000,China,Asia,92,883,508.1677,5760.305207,47.5,273614.4973,108,34,32,74,2,20,5,female
514 ms,514,13700 KB,13700,China,Asia,113,727,657.9932198,4958.270106,72.875,361333.934,106,81,78,25,3,31,7,female
202 ms,202,73300 KB,73300,China,Asia,113,714,661.0808625,4869.607779,46.65441176,227188.6865,111,71,68,40,3,26,5,female
124 ms,124,10800 KB,10800,Poland,Europe,91,850,501.2172393,5531.625444,136.9565217,757592.1804,131,90,61,41,29,30,3,female
218 ms,218,18200 KB,18200,South Korea,Asia,69,734,354.26557,4483.656951,105.4285714,472705.5471,100,76,70,24,6,28,5,female
109 ms,109,26000 KB,26000,India,Asia,95,786,531.8959763,5163.906508,123.6666667,638603.1048,84,54,54,30,0,19,8,female
93 ms,93,15600 KB,15600,Japan,Asia,92,682,508.4501668,4449.069254,62.30612245,277204.2537,109,65,55,44,10,25,4,female
1528 ms,1528,74300 KB,74300,Iran,Asia,113,1061,660.5118257,7236.209879,144.5223881,1045794.332,105,50,47,55,3,28,6,female
93 ms,93,11800 KB,11800,India,Asia,79,799,419.7398968,5036.720818,78.57142857,395742.35,144,101,98,43,3,36,2,female
1310 ms,1310,22200 KB,22200,Russia,AsiaEurope,92,753,508.1990654,4912.242153,100.5319149,493837.1101,120,97,89,23,8,28,7,female
607 ms,607,28300 KB,28300,Unknown,Unknown,68,532,348.0415947,3238.530232,35.68518519,115567.551,137,82,57,55,25,22,2,female
374 ms,374,28800 KB,28800,China,Asia,100,881,564.8477751,5853.237303,79.64814815,466199.5119,133,87,87,46,0,33,3,female
530 ms,530,11800 KB,11800,Romania,Europe,68,601,346.1173001,3658.565168,59.625,218141.9481,116,85,66,31,19,35,1,female
139 ms,139,22500 KB,22500,Iran,Asia,0,0,0,0,0,0,111,75,65,36,10,16,4,female
1512 ms,1512,33800 KB,33800,Ukraine,Europe,86,779,466.9609738,5006.060244,57.39130435,287304.327,160,135,124,25,11,34,5,female
109 ms,109,47000 KB,47000,China,Asia,108,846,623.7020245,5714.634827,73.92857143,422474.789,119,88,86,31,2,26,4,female
545 ms,545,247500 KB,247500,China,Asia,13,28,40.05374781,103.6123121,5.5,569.8677166,141,113,104,28,9,45,5,female
124 ms,124,16600 KB,16600,India,Asia,88,712,480.9553238,4599.115312,66.66666667,306607.6875,142,77,59,65,18,23,9,female
529 ms,529,247500 KB,247500,China,Asia,13,28,40.05374781,103.6123121,5.5,569.8677166,141,113,104,28,9,45,5,female
124 ms,124,14000 KB,14000,Japan,Asia,93,678,516.0824975,4433.549674,70.3902439,312078.6429,121,82,71,39,11,31,7,female
499 ms,499,25500 KB,25500,Serbia,Europe,68,642,351.1753143,3908.151144,51.84782609,202629.1408,162,116,94,46,22,23,8,female
545 ms,545,37100 KB,37100,China,Asia,97,1030,546.4971854,6797.910227,70.84745763,481614.6568,199,131,109,68,22,31,9,female
233 ms,233,89000 KB,89000,China,Asia,91,730,502.1708162,4750.690087,97.25490196,462027.8987,120,78,55,42,23,27,4,female
560 ms,560,247500 KB,247500,China,Asia,13,28,40.05374781,103.6123121,5.5,569.8677166,143,113,105,30,8,45,5,female
748 ms,748,82300 KB,82300,Russia,AsiaEurope,77,659,405.7769322,4129.81233,64.34722222,265741.9518,130,75,60,55,15,16,5,female
202 ms,202,21600 KB,21600,Russia,AsiaEurope,88,739,480.5611817,4773.519966,66.19565217,315986.2673,129,86,79,43,7,28,5,female
124 ms,124,17200 KB,17200,India,Asia,98,764,550.7131734,5053.638321,58.16037736,293921.5118,132,102,96,30,6,33,16,female
155 ms,155,245600 KB,245600,China,Asia,109,884,630.6524852,5983.074943,70.82539683,423753.6571,151,107,97,44,10,27,8,female
390 ms,390,25000 KB,25000,Russia,AsiaEurope,87,781,473.6107211,5031.93887,71.86666667,361628.6735,146,88,74,58,14,21,3,female
1559 ms,1559,40400 KB,40400,Singapore,Asia,106,966,608.1416159,6499.171159,59.34745763,385709.285,161,85,44,76,41,29,8,female
124 ms,124,20100 KB,20100,Russia,AsiaEurope,82,913,440.20115,5804.44498,77.08695652,447446.9978,142,98,88,44,10,34,3,female
109 ms,109,14300 KB,14300,Bangladesh,Asia,76,747,398.842491,4667.201853,62.5,291700.1158,131,109,95,22,14,35,1,female
561 ms,561,24400 KB,24400,Bangladesh,Asia,72,523,373.6840496,3226.870776,37.1,119716.9058,127,65,55,62,10,16,2,female
124 ms,124,18900 KB,18900,Russia,AsiaEurope,71,977,368.5969538,6008.302936,105.9259259,636435.0517,162,121,115,41,6,33,2,female
124 ms,124,22000 KB,22000,India,Asia,81,703,433.2506894,4456.914552,41.25,183847.7253,164,97,71,67,26,23,3,female
202 ms,202,29800 KB,29800,Russia,AsiaEurope,89,730,487.5430078,4727.285405,98.74468085,466794.2886,131,89,77,42,12,22,4,female
467 ms,467,41700 KB,41700,Ukraine,Europe,73,792,379.6596322,4902.341051,64.703125,317196.7858,153,114,85,39,29,44,2,female
452 ms,452,106100 KB,106100,China,Asia,130,1171,787.2923715,8223.192709,62.94303797,517592.731,159,131,125,28,6,51,14,female
140 ms,140,25000 KB,25000,India,Asia,109,930,632.9053075,6294.411422,122.8656716,773367.087,119,83,77,36,6,25,9,female
109 ms,109,18200 KB,18200,India,Asia,63,657,318.7159976,3927.07291,33,129593.406,216,141,111,75,30,36,13,female
93 ms,93,10400 KB,10400,India,Asia,91,861,502.1708162,5603.211185,67.84313725,380139.4255,142,115,111,27,4,41,2,female
171 ms,171,18700 KB,18700,Russia,AsiaEurope,92,962,508.1677,6275.666602,119,746804.3256,198,114,93,84,21,32,5,female
420 ms,420,17200 KB,17200,Japan,Asia,103,728,587.7428202,4867.772384,49.09166667,238967.0593,166,88,70,78,18,25,10,female
763 ms,763,24400 KB,24400,India,Asia,78,760,412.4094067,4776.905686,42.66216216,203793.125,191,136,109,55,27,20,3,female
93 ms,93,13700 KB,13700,India,Asia,89,787,487.5430078,5096.40221,76.40425532,389386.8157,163,141,135,22,6,46,3,female
124 ms,124,18600 KB,18600,United States,North America,97,1072,545.3518546,7075.106567,118.5964912,839082.8139,179,0,-11,179,11,0,3,female
358 ms,358,20600 KB,20600,India,Asia,49,607,246.1288162,3408.128875,57,194263.3459,170,128,114,42,14,28,4,female
561 ms,561,22200 KB,22200,Bangladesh,Asia,66,373,334.5126491,2254.559007,38.27777778,86299.50864,162,75,47,87,28,12,4,female
1746 ms,1746,32900 KB,32900,Russia,AsiaEurope,88,1041,480.4627738,6724.268315,118.0111111,793538.3753,161,138,126,23,12,45,8,female
546 ms,546,20100 KB,20100,India,Asia,74,744,387.4217091,4619.833304,60.86666667,281193.8538,200,124,116,76,8,20,10,female
420 ms,420,13700 KB,13700,Bangladesh,Asia,65,838,327.3557123,5046.744227,42.94642857,216739.6405,194,124,87,70,37,44,4,female
498 ms,498,25300 KB,25300,India,Asia,84,645,453.2640759,4123.044738,38.56666667,159012.0921,157,101,82,56,19,26,3,female
1341 ms,1341,35800 KB,35800,South Korea,Asia,124,1250,742.9206911,8692.745388,125.0526316,1087050.686,132,104,99,28,5,37,11,female
405 ms,405,16800 KB,16800,Belarus,Europe,81,736,432.75063,4666.129602,67.89473684,316805.6414,179,74,61,105,13,22,4,female
124 ms,124,21600 KB,21600,Taiwan,Asia,93,1013,516.4569079,6624.167876,143.1,947918.423,173,104,78,69,26,39,4,female
139 ms,139,17600 KB,17600,Russia,AsiaEurope,81,968,432.536756,6136.974803,91.7375,562990.726,170,123,116,47,7,49,1,female
577 ms,577,23200 KB,23200,Bangladesh,Asia,78,517,413.5983953,3249.552947,51.13636364,166170.3212,172,99,72,73,27,19,4,female
576 ms,576,22200 KB,22200,Bangladesh,Asia,71,384,366.8663501,2361.502894,45.1,106503.7805,172,63,36,109,27,13,4,female
514 ms,514,27400 KB,27400,Bangladesh,Asia,119,931,705.3002761,6419.075338,66.25694444,425308.318,157,87,69,70,18,34,8,female
186 ms,186,36100 KB,36100,India,Asia,111,1192,646.0634012,8098.943713,84.20454545,681967.874,168,114,104,54,10,33,1,female
467 ms,467,31200 KB,31200,Bangladesh,Asia,114,905,668.0313232,6183.765463,62.91176471,389031.5978,156,88,72,68,16,28,8,female
108 ms,108,23500 KB,23500,South Korea,Asia,108,1071,621.7684232,7234.484515,81.42105263,589039.3444,164,100,79,64,21,29,10,female
108 ms,108,20000 KB,20000,India,Asia,84,843,453.092115,5388.723587,81.4,438642.1,158,107,106,51,1,32,2,female
373 ms,373,30700 KB,30700,China,Asia,104,1309,593.2900757,8770.875591,102,894629.3103,193,143,143,50,0,56,4,female
140 ms,140,17200 KB,17200,Unknown,Unknown,72,576,373.2397178,3553.876801,52.90322581,188011.5469,153,93,82,60,11,19,6,female
530 ms,530,31300 KB,31300,Bangladesh,Asia,114,984,668.0313232,6723.563774,67.30882353,452555.1675,169,101,85,68,16,32,8,female
327 ms,327,9800 KB,9800,Unknown,Unknown,84,950,452.9890166,6072.701552,68.69512195,417164.9737,227,151,118,76,33,47,1,female
514 ms,514,31300 KB,31300,Bangladesh,Asia,115,996,675.0131492,6818.108091,68.77205882,468895.3307,170,102,86,68,16,34,8,female
77 ms,77,23500 KB,23500,China,Asia,107,1022,615.8588276,6889.77926,175.704918,1210568.1,180,120,117,60,3,46,12,female
155 ms,155,10400 KB,10400,France,Europe,99,1462,557.3718925,9692.119379,92.96875,901064.2235,219,101,47,118,54,59,30,female
342 ms,342,248500 KB,248500,Bangladesh,Asia,84,636,455.7586984,4065.513881,44.64705882,181513.2374,211,79,57,132,22,18,3,female
327 ms,327,248500 KB,248500,Bangladesh,Asia,84,636,455.7586984,4065.513881,44.64705882,181513.2374,211,79,58,132,21,18,3,female
234 ms,234,21600 KB,21600,India,Asia,87,916,474.2088866,5901.736242,73.23076923,432188.6848,272,175,157,97,18,42,11,female
421 ms,421,27700 KB,27700,Bangladesh,Asia,8,69,24,207,0,0,225,58,3,167,55,11,2,female
233 ms,233,21600 KB,21600,India,Asia,87,913,474.2088866,5882.407412,72.61538462,427153.2767,277,180,162,97,18,42,11,female
140 ms,140,28300 KB,28300,India,Asia,133,1288,811.3210823,9087.203777,85.54216867,777339.1183,310,218,183,92,35,50,15,female
405 ms,405,16700 KB,16700,India,Asia,67,465,341.8710649,2820.731474,56.76923077,160130.756,209,99,90,110,9,21,2,female
1029 ms,1029,26400 KB,26400,Bangladesh,Asia,80,780,425.7903187,4931.103914,35.67073171,175896.0847,337,103,-52,234,155,18,2,female
561 ms,561,17600 KB,17600,China,Asia,164,1616,1052.071719,11889.80404,85.40952381,1015502.501,263,176,154,87,22,56,26,female
93 ms,93,16600 KB,16600,South Korea,Asia,142,1462,874.2613731,10452.93029,89.02564103,930578.8195,199,111,80,88,31,60,33,female
576 ms,576,17600 KB,17600,Russia,AsiaEurope,115,656,677.5639846,4490.641473,51.95833333,233326.2466,99,60,52,39,8,30,11,female
670 ms,670,213300 KB,213300,China,Asia,309,7406,2358.546156,61258.45518,550,33692150.35,133,86,84,47,2,76,14,female
139 ms,139,16000 KB,16000,China,Asia,153,1877,966.216349,13622.11698,79.13265306,1077954.257,411,265,221,146,44,73,43,female
343 ms,343,15600 KB,15600,Bangladesh,Asia,49,373,235.7693245,2094.286772,30.83333333,64573.84213,276,60,15,216,45,27,17,female
108 ms,108,115600 KB,115600,China,Asia,11,26,38.05374781,89.94522208,0,0,188,103,102,85,1,83,41,female
93 ms,93,119500 KB,119500,China,Asia,11,26,38.05374781,89.94522208,0,0,190,104,103,86,1,83,41,female
545 ms,545,29400 KB,29400,China,Asia,159,2006,1021.070351,14669.64321,94.43636364,1385347.76,327,225,194,102,31,62,18,female
109 ms,109,13700 KB,13700,China,Asia,176,3507,1165.513992,26160.22669,98.55426357,2578201.876,381,141,84,240,57,130,92,female
265 ms,265,17400 KB,17400,Bangladesh,Asia,46,238,210.3683172,1314.607746,23.88235294,31395.92616,37,32,32,5,0,9,2,male
202 ms,202,21000 KB,21000,China,Asia,47,243,217.5800856,1349.765091,24.21875,32689.6233,45,40,40,5,0,9,2,male
1434 ms,1434,21000 KB,21000,India,Asia,56,229,269.4181505,1329.884277,28.84615385,38362.04646,42,34,34,8,0,8,2,male
249 ms,249,17400 KB,17400,Kyrgyzstan,Asia,48,241,222.2653679,1345.975963,25,33649.39907,38,32,32,6,0,9,2,male
156 ms,156,18000 KB,18000,Unknown,Unknown,51,267,238.9889445,1514.537566,27.02272727,40926.9356,40,36,36,4,0,10,3,male
233 ms,233,18000 KB,18000,India,Asia,51,267,238.9889445,1514.537566,27.02272727,40926.9356,40,36,36,4,0,10,3,female
233 ms,233,18000 KB,18000,Unknown,Unknown,51,267,238.9889445,1514.537566,27.02272727,40926.9356,40,36,36,4,0,10,3,male
1403 ms,1403,23100 KB,23100,India,Asia,52,223,248.0323866,1271.198057,23.61111111,30014.39857,43,39,39,4,0,12,2,male
296 ms,296,14800 KB,14800,Brazil,South America,67,286,339.5249056,1734.901508,30.62857143,53137.55477,54,36,25,18,11,10,2,male
1419 ms,1419,17400 KB,17400,India,Asia,54,235,258.1074956,1352.398563,29.09090909,39342.50365,50,35,28,15,7,8,2,male
1512 ms,1512,17400 KB,17400,India,Asia,54,235,258.1074956,1352.398563,29.09090909,39342.50365,50,35,28,15,7,8,2,male
265 ms,265,21800 KB,21800,China,Asia,71,313,365.6422056,1924.870848,30.625,58949.16973,37,32,32,5,0,11,2,male
748 ms,748,17400 KB,17400,India,Asia,60,242,295.6213103,1429.467524,30.8,44027.59974,52,40,34,12,6,10,3,male
451 ms,451,30500 KB,30500,India,Asia,51,267,238.9889445,1514.537566,27.02272727,40926.9356,40,36,36,4,0,10,3,male
265 ms,265,18900 KB,18900,China,Asia,73,331,379.6596322,2048.831929,31.6097561,64763.07756,50,40,39,10,1,12,3,male
1528 ms,1528,21800 KB,21800,Hungary,Europe,62,297,308.3287327,1768.396304,40.15384615,71007.91314,51,43,40,8,3,13,3,male
343 ms,343,36900 KB,36900,India,Asia,40,211,197.504662,1122.926828,18.5,20774.14632,38,32,32,6,0,11,2,male
265 ms,265,22100 KB,22100,India,Asia,63,321,313.8551855,1918.706855,35.17241379,67485.55147,53,40,32,13,8,14,3,male
311 ms,311,14400 KB,14400,United States,North America,71,239,365.6422056,1469.789562,27.22222222,40010.93806,47,34,29,13,5,8,2,male
1419 ms,1419,17400 KB,17400,India,Asia,54,225,257.6220106,1294.849688,28.30434783,36649.87595,49,41,41,8,0,9,2,male
1419 ms,1419,21000 KB,21000,Kazakhstan,AsiaEurope,66,262,332.9300119,1583.631259,37,58594.35659,50,35,28,15,7,9,2,male
358 ms,358,22100 KB,22100,India,Asia,65,317,326.5538222,1909.090597,30.70967742,58627.55639,55,43,36,12,7,12,3,male
249 ms,249,17400 KB,17400,Canada,North America,63,260,313.5800856,1554.09278,35.359375,54951.7494,51,41,37,10,4,8,2,male
155 ms,155,13300 KB,13300,China,Asia,75,389,393.7950768,2423.010471,35.22727273,85356.05067,45,41,41,4,0,12,4,male
311 ms,311,25100 KB,25100,India,Asia,61,311,300.8814489,1844.459312,32.55172414,60040.33071,58,44,36,14,8,16,4,male
218 ms,218,21900 KB,21900,China,Asia,66,344,332.9300119,2079.271577,36.5,75893.41256,54,44,44,10,0,12,2,male
358 ms,358,31600 KB,31600,Unknown,Unknown,65,311,326.5538222,1872.95639,40.03225806,74978.67354,51,42,39,9,3,18,2,male
280 ms,280,24600 KB,24600,Bulgaria,Europe,70,346,359.4212455,2120.731924,36.21052632,76792.81914,55,40,32,15,8,12,2,male
249 ms,249,21800 KB,21800,India,Asia,80,341,425.7903187,2155.77748,52.79268293,113809.277,57,40,29,17,11,16,3,male
249 ms,249,21800 KB,21800,India,Asia,68,333,347.0121354,2027.125126,57.82758621,117223.753,69,51,37,18,14,16,3,male
1528 ms,1528,18400 KB,18400,India,Asia,66,331,332.9737366,2000.694454,45.6875,91406.72784,60,50,50,10,0,12,4,male
1482 ms,1482,33100 KB,33100,Kyrgyzstan,Asia,75,335,392.2479866,2086.654261,47.53846154,99196.33335,51,44,44,7,0,13,3,male
296 ms,296,26000 KB,26000,North Korea,Asia,39,228,194.7497745,1205.071706,18.5,22293.82656,44,36,36,8,0,10,2,male
1528 ms,1528,15000 KB,15000,Bangladesh,Asia,69,341,352.4986422,2083.00684,54.55882353,113646.4026,60,43,36,17,7,11,3,male
233 ms,233,17900 KB,17900,India,Asia,65,322,327.8032081,1939.202436,54.88888889,106440.667,62,51,46,11,5,13,4,male
810 ms,810,26000 KB,26000,India,Asia,43,241,201.5030616,1307.729806,32.11111111,41992.6571,58,48,48,10,0,12,2,male
1496 ms,1496,14900 KB,14900,Vietnam,Asia,64,294,320.1804545,1764,37.4,65973.6,59,46,40,13,6,14,2,male
1591 ms,1591,22600 KB,22600,Ukraine,Europe,43,221,203.5249056,1199.204511,19.6875,23609.33881,51,35,28,16,7,14,3,male
1435 ms,1435,21800 KB,21800,Indonesia,Asia,61,271,300.8814489,1607.229818,34.20689655,54978.34414,51,42,39,9,3,13,2,male
1590 ms,1590,22600 KB,22600,Ukraine,Europe,43,223,203.5249056,1210.05704,19.6875,23822.99798,51,35,28,16,7,14,3,male
249 ms,249,17400 KB,17400,Romania,Europe,67,292,339.4387425,1771.298044,25.72058824,45558.82762,48,32,27,16,5,8,2,male
1450 ms,1450,30100 KB,30100,Bangladesh,Asia,59,238,288.6764386,1400.069046,31.73076923,44425.2678,45,39,39,6,0,9,2,male
1513 ms,1513,40100 KB,40100,India,Asia,35,237,164.7548875,1215.640075,16,19450.2412,67,44,32,23,12,12,3,male
296 ms,296,16300 KB,16300,Brazil,South America,64,341,320.4063545,2046,54.9137931,112353.6207,50,38,32,12,6,14,4,male
234 ms,234,26300 KB,26300,Cuba,North America,79,356,419.2271063,2244.145946,39.64285714,88964.35716,64,46,30,18,16,13,1,male
265 ms,265,24600 KB,24600,India,Asia,64,331,320,1986,35.5,70503,58,46,41,12,5,12,2,male
249 ms,249,20400 KB,20400,Poland,Europe,57,266,277.6324012,1551.548744,26.25,40728.15452,65,41,27,24,14,14,2,male
295 ms,295,30700 KB,30700,India,Asia,69,286,353.0013311,1747.037995,35.5483871,62104.38291,58,52,52,6,0,13,2,male
1591 ms,1591,13000 KB,13000,Ukraine,Europe,43,230,203.5249056,1248.040894,19.6875,24570.80509,52,36,29,16,7,16,3,male
545 ms,545,31800 KB,31800,Bangladesh,Asia,68,300,346.1173001,1826.238852,31.55555556,57627.98156,49,42,41,7,1,12,2,male
265 ms,265,23300 KB,23300,Bangladesh,Asia,68,300,346.1173001,1826.238852,31.55555556,57627.98156,49,42,41,7,1,12,2,male
249 ms,249,22100 KB,22100,Bangladesh,Asia,74,307,385.5385456,1906.302183,33.15789474,63208.96713,46,38,38,8,0,11,2,male
732 ms,732,21000 KB,21000,Kazakhstan,AsiaEurope,68,282,345.9899115,1716.664521,39.24242424,67366.07742,56,40,32,16,8,10,3,male
1590 ms,1590,22600 KB,22600,Ukraine,Europe,43,230,203.5249056,1248.040894,19.6875,24570.80509,52,36,29,16,7,16,3,male
233 ms,233,18700 KB,18700,Egypt,AsiaAfrica,64,299,321.1317371,1794,50.7037037,90962.44444,42,30,28,12,2,14,2,male
280 ms,280,27600 KB,27600,Unknown,Unknown,73,344,379.3421297,2129.299648,49.09090909,104529.2555,63,51,48,12,3,13,3,male
826 ms,826,26000 KB,26000,India,Asia,37,236,177.7286241,1229.430994,22.66666667,27867.10254,66,56,55,10,1,9,2,male
1512 ms,1512,34000 KB,34000,India,Asia,39,262,187.5249056,1384.775381,17.5,24233.56917,69,48,40,21,8,9,2,female
1512 ms,1512,44800 KB,44800,India,Asia,34,257,158.3349731,1307.47795,15.5,20265.90823,68,48,39,20,9,13,3,male
1606 ms,1606,32300 KB,32300,India,Asia,59,308,288.0881667,1811.854059,31.03448276,56229.95356,59,47,42,12,5,11,2,male
546 ms,546,30500 KB,30500,China,Asia,70,400,359.4212455,2451.713207,55.15789474,135231.339,50,36,33,14,3,11,2,male
233 ms,233,15500 KB,15500,Iran,Asia,0,0,0,0,0,0,56,44,38,12,6,14,5,female
1482 ms,1482,18700 KB,18700,United Arab Emirates,Asia,59,305,288.0881667,1794.20613,40.11666667,71977.56925,57,42,34,15,8,15,3,male
187 ms,187,14100 KB,14100,China,Asia,64,354,320.0450916,2124,35.12903226,74614.06452,75,57,51,18,6,13,3,male
295 ms,295,70700 KB,70700,Serbia,Europe,68,297,348.0415947,1807.976464,41.75925926,75499.75789,46,33,29,13,4,14,2,female
561 ms,561,59900 KB,59900,India,Asia,36,224,186.1173001,1158.0632,0,0,74,60,52,14,8,13,2,male
390 ms,390,32800 KB,32800,Brazil,South America,86,417,466.9609738,2679.752403,47.82608696,128162.0714,68,48,35,20,13,15,3,male
1481 ms,1481,18900 KB,18900,India,Asia,57,337,275.7915183,1965.683935,28.61538462,56248.80183,68,63,62,5,1,11,2,male
1465 ms,1465,17200 KB,17200,India,Asia,50,233,232.4238875,1315.018492,27.58695652,36277.35797,57,37,24,20,13,9,2,male
1528 ms,1528,21700 KB,21700,United States,North America,64,344,321.1317371,2064,58.92592593,121623.1111,62,49,42,13,7,16,3,male
311 ms,311,36900 KB,36900,India,Asia,39,230,194.7497745,1215.64251,18.5,22489.38644,65,56,56,9,0,13,2,male
1528 ms,1528,22100 KB,22100,Kazakhstan,AsiaEurope,78,400,412.2613731,2514.160888,64.5,162163.3772,53,47,47,6,0,16,3,female
810 ms,810,21800 KB,21800,China,Asia,70,354,359.2147805,2169.766188,49.89393939,108258.1827,57,40,31,17,9,14,3,male
1466 ms,1466,19700 KB,19700,Armenia,Europe,58,295,282.5614107,1728.104394,32.34,55886.89609,74,50,41,24,9,13,4,male
202 ms,202,14900 KB,14900,China,Asia,64,337,320.4063545,2022,35,70770,52,31,31,21,0,7,2,female
779 ms,779,33000 KB,33000,India,Asia,86,433,466.7930215,2782.572639,69.24444444,192677.6965,45,40,40,5,0,17,6,male
265 ms,265,21800 KB,21800,Brazil,South America,86,377,467.4994455,2422.701813,52.64583333,127545.1558,56,33,24,23,9,13,3,male
795 ms,795,13000 KB,13000,Ukraine,Europe,45,243,216.7497745,1334.520302,20.8125,27774.70379,53,37,30,16,7,16,3,male
1450 ms,1450,14900 KB,14900,China,Asia,72,397,374.2108333,2449.460226,30.68604651,75164.25041,61,55,54,6,1,15,5,male
1372 ms,1372,18600 KB,18600,China,Asia,72,397,374.2108333,2449.460226,30.68604651,75164.25041,61,55,54,6,1,15,5,male
842 ms,842,22600 KB,22600,Ukraine,Europe,45,243,216.7497745,1334.520302,20.8125,27774.70379,53,37,30,16,7,16,3,male
280 ms,280,20500 KB,20500,Egypt,AsiaAfrica,54,249,259.4122985,1432.966988,28.9,41412.74595,47,39,39,8,0,10,2,male
1450 ms,1450,39700 KB,39700,India,Asia,70,285,359.0910367,1746.84566,40.23529412,70284.8489,57,45,39,12,6,14,3,male
327 ms,327,36900 KB,36900,India,Asia,61,313,300.7868035,1856.320787,30,55689.6236,65,52,49,13,3,9,2,male
1528 ms,1528,28600 KB,28600,Turkey,AsiaEurope,61,324,301.0709438,1921.558897,34.76785714,66808.48524,64,46,43,18,3,11,2,male
1450 ms,1450,24900 KB,24900,India,Asia,61,315,300.7868035,1868.182261,34.61666667,64670.24261,59,46,46,13,0,11,2,male
280 ms,280,21800 KB,21800,Russia,AsiaEurope,83,361,446.2065082,2301.389235,55.34883721,127379.2181,47,36,31,11,5,13,3,male
248 ms,248,21800 KB,21800,China,Asia,69,383,352.582306,2339.564867,58.36363636,136545.5131,58,41,32,17,9,14,3,male
249 ms,249,21800 KB,21800,Brazil,South America,91,400,503.0010296,2603.117856,50.54716981,131580.2403,55,32,23,23,9,11,3,male
202 ms,202,18800 KB,18800,Turkmenistan,Asia,69,378,352.4986422,2309.022245,38.85714286,89722.00722,64,45,39,19,6,14,3,male
280 ms,280,26000 KB,26000,India,Asia,76,333,399.4510684,2080.559862,43.85294118,91238.66924,60,42,38,18,4,10,2,male
233 ms,233,18700 KB,18700,Bangladesh,Asia,78,326,412.2983693,2049.041123,38,77863.56269,54,40,32,14,8,12,2,male
327 ms,327,33700 KB,33700,India,Asia,76,359,398.8804611,2243.005977,55.02564103,123422.8417,57,40,32,17,8,11,3,male
1466 ms,1466,20200 KB,20200,India,Asia,57,304,276.0964047,1773.198564,34.56,61281.74238,79,54,41,25,13,12,2,male
280 ms,280,21800 KB,21800,Iran,Asia,63,313,316.1697866,1870.888616,33.3125,62323.97702,69,46,39,23,7,12,2,male
218 ms,218,15600 KB,15600,Jordan,Asia,83,337,446.1369639,2148.388288,41.97619048,90181.15601,57,47,42,10,5,12,2,male
248 ms,248,19700 KB,19700,Hungary,Europe,66,335,333.1049912,2024.87203,53.06451613,107448.8545,79,58,48,21,10,12,2,male
1497 ms,1497,23300 KB,23300,India,Asia,62,355,308.8461793,2113.73969,68.08,143903.3981,63,51,44,12,7,12,4,male
420 ms,420,22700 KB,22700,China,Asia,98,448,552.134363,2963.39001,62.57894737,185445.8275,48,35,30,13,5,12,3,male
